MATC,MATK,TEN,LOAI,GIONG,NGAYSINH,GIOITINH,TINHTRANGSUCKHOE
26030,18943,John,Chó,Ta,2023-09-16,Nam,Khỏe
26031,893,John,Mèo,Ta,2020-11-25,Nam,Khỏe
26032,255,John,Chó,Ta,2020-02-16,Nữ,Khỏe
26033,26072,Jane,Chó,Ta,2023-08-08,Nam,Khỏe
26034,21000,John,Mèo,Ta,2023-04-21,Nữ,Khỏe
26035,19282,John,Chó,Ta,2023-07-30,Nữ,Khỏe
26036,25347,John,Mèo,Ta,2021-12-06,Nữ,Khỏe
26037,27263,John,Mèo,Ta,2022-10-31,Nữ,Khỏe
26038,23904,John,Mèo,Ta,2023-02-08,Nam,Khỏe
26039,474,Jane,Chó,Ta,2022-10-05,Nam,Khỏe
26040,13950,Jane,Mèo,Ta,2022-05-22,Nữ,Khỏe
26041,3460,John,Chó,Ta,2021-07-18,Nữ,Khỏe
26042,24108,John,Chó,Ta,2020-12-05,Nữ,Khỏe
26043,27414,Jane,Chó,Ta,2023-06-04,Nữ,Khỏe
26044,16051,Jane,Chó,Ta,2020-11-23,Nữ,Khỏe
26045,23999,John,Mèo,Ta,2023-07-21,Nữ,Khỏe
26046,20589,Jane,Chó,Ta,2021-12-13,Nữ,Khỏe
26047,24361,John,Mèo,Ta,2024-04-09,Nam,Khỏe
26048,21415,John,Mèo,Ta,2020-07-11,Nữ,Khỏe
26049,9034,John,Mèo,Ta,2022-05-28,Nam,Khỏe
26050,14023,John,Chó,Ta,2022-04-09,Nam,Khỏe
26051,9937,Jane,Mèo,Ta,2022-08-31,Nam,Khỏe
26052,29934,John,Mèo,Ta,2021-04-28,Nam,Khỏe
26053,14448,John,Mèo,Ta,2022-03-05,Nữ,Khỏe
26054,29982,Jane,Chó,Ta,2020-10-29,Nam,Khỏe
26055,25304,John,Chó,Ta,2020-04-01,Nữ,Khỏe
26056,24858,Jane,Mèo,Ta,2020-12-23,Nữ,Khỏe
26057,17834,Jane,Mèo,Ta,2024-04-16,Nam,Khỏe
26058,15301,John,Mèo,Ta,2021-11-20,Nữ,Khỏe
26059,18198,John,Chó,Ta,2024-01-24,Nữ,Khỏe
26060,7009,Jane,Mèo,Ta,2022-10-20,Nam,Khỏe
26061,20043,John,Mèo,Ta,2022-06-11,Nữ,Khỏe
26062,700,Jane,Chó,Ta,2021-05-12,Nam,Khỏe
26063,8692,John,Mèo,Ta,2021-01-04,Nam,Khỏe
26064,25958,John,Mèo,Ta,2021-01-06,Nữ,Khỏe
26065,6252,John,Chó,Ta,2023-02-10,Nữ,Khỏe
26066,28329,John,Mèo,Ta,2021-08-07,Nữ,Khỏe
26067,23930,John,Mèo,Ta,2022-08-16,Nữ,Khỏe
26068,17863,Jane,Mèo,Ta,2020-11-03,Nam,Khỏe
26069,17936,Jane,Mèo,Ta,2024-06-03,Nam,Khỏe
26070,3161,Jane,Mèo,Ta,2022-06-24,Nữ,Khỏe
26071,18680,Jane,Chó,Ta,2024-04-18,Nữ,Khỏe
26072,25043,John,Mèo,Ta,2023-02-10,Nữ,Khỏe
26073,17710,John,Mèo,Ta,2023-11-15,Nam,Khỏe
26074,22795,Jane,Chó,Ta,2021-11-19,Nữ,Khỏe
26075,15372,John,Mèo,Ta,2021-07-23,Nam,Khỏe
26076,21117,Jane,Mèo,Ta,2021-05-22,Nữ,Khỏe
26077,736,Jane,Mèo,Ta,2023-11-01,Nữ,Khỏe
26078,14379,John,Chó,Ta,2021-05-03,Nam,Khỏe
26079,22343,John,Mèo,Ta,2023-05-17,Nam,Khỏe
26080,2037,John,Chó,Ta,2021-09-11,Nữ,Khỏe
26081,14316,John,Mèo,Ta,2021-02-09,Nam,Khỏe
26082,12576,Jane,Chó,Ta,2020-09-29,Nữ,Khỏe
26083,7021,Jane,Mèo,Ta,2021-05-20,Nam,Khỏe
26084,8181,John,Chó,Ta,2022-03-16,Nữ,Khỏe
26085,20123,John,Chó,Ta,2023-12-18,Nữ,Khỏe
26086,29055,John,Mèo,Ta,2021-02-26,Nữ,Khỏe
26087,20921,John,Chó,Ta,2020-05-06,Nam,Khỏe
26088,28416,Jane,Mèo,Ta,2021-04-02,Nữ,Khỏe
26089,18511,John,Mèo,Ta,2022-09-25,Nữ,Khỏe
26090,29902,John,Chó,Ta,2022-05-05,Nữ,Khỏe
26091,2069,John,Chó,Ta,2020-11-14,Nữ,Khỏe
26092,26878,Jane,Mèo,Ta,2023-01-08,Nữ,Khỏe
26093,19568,John,Chó,Ta,2023-10-03,Nam,Khỏe
26094,1486,Jane,Mèo,Ta,2023-09-23,Nữ,Khỏe
26095,13521,Jane,Chó,Ta,2020-02-18,Nữ,Khỏe
26096,10984,Jane,Chó,Ta,2022-04-23,Nữ,Khỏe
26097,28691,John,Mèo,Ta,2023-07-23,Nam,Khỏe
26098,25381,John,Mèo,Ta,2022-01-25,Nam,Khỏe
26099,13925,Jane,Mèo,Ta,2023-07-01,Nữ,Khỏe
26100,9981,John,Chó,Ta,2023-07-12,Nam,Khỏe
26101,14592,Jane,Chó,Ta,2020-08-04,Nữ,Khỏe
26102,12974,Jane,Chó,Ta,2021-10-24,Nữ,Khỏe
26103,19963,John,Mèo,Ta,2023-02-22,Nữ,Khỏe
26104,16973,John,Chó,Ta,2022-07-20,Nam,Khỏe
26105,6318,John,Mèo,Ta,2020-01-24,Nam,Khỏe
26106,7969,John,Chó,Ta,2022-05-17,Nữ,Khỏe
26107,3355,Jane,Mèo,Ta,2021-03-05,Nữ,Khỏe
26108,13893,John,Chó,Ta,2024-02-22,Nam,Khỏe
26109,27841,John,Chó,Ta,2023-10-13,Nữ,Khỏe
26110,19603,John,Mèo,Ta,2023-07-16,Nam,Khỏe
26111,2096,John,Chó,Ta,2020-04-26,Nữ,Khỏe
26112,23043,John,Mèo,Ta,2023-11-17,Nữ,Khỏe
26113,9900,John,Chó,Ta,2023-09-02,Nam,Khỏe
26114,6548,John,Chó,Ta,2024-01-22,Nữ,Khỏe
26115,21926,Jane,Chó,Ta,2022-07-16,Nam,Khỏe
26116,26470,Jane,Mèo,Ta,2022-04-02,Nữ,Khỏe
26117,15128,Jane,Chó,Ta,2024-03-02,Nữ,Khỏe
26118,28690,John,Chó,Ta,2020-01-29,Nữ,Khỏe
26119,20412,John,Mèo,Ta,2020-05-02,Nữ,Khỏe
26120,6306,John,Mèo,Ta,2023-05-04,Nam,Khỏe
26121,28234,John,Mèo,Ta,2021-03-21,Nam,Khỏe
26122,414,Jane,Chó,Ta,2023-01-11,Nữ,Khỏe
26123,8798,Jane,Chó,Ta,2024-11-25,Nam,Khỏe
26124,1563,John,Mèo,Ta,2023-01-11,Nam,Khỏe
26125,9088,John,Mèo,Ta,2024-01-19,Nam,Khỏe
26126,21795,John,Mèo,Ta,2020-12-27,Nữ,Khỏe
26127,19062,John,Chó,Ta,2020-10-04,Nữ,Khỏe
26128,23632,John,Mèo,Ta,2022-12-20,Nam,Khỏe
26129,25972,Jane,Chó,Ta,2020-01-11,Nữ,Khỏe
26130,20126,John,Chó,Ta,2020-08-15,Nữ,Khỏe
26131,4145,John,Chó,Ta,2022-10-10,Nữ,Khỏe
26132,12590,John,Mèo,Ta,2020-01-23,Nam,Khỏe
26133,23102,John,Chó,Ta,2021-07-16,Nữ,Khỏe
26134,5962,John,Mèo,Ta,2020-04-29,Nam,Khỏe
26135,15161,Jane,Chó,Ta,2021-04-22,Nữ,Khỏe
26136,17500,John,Mèo,Ta,2024-02-02,Nữ,Khỏe
26137,15770,John,Chó,Ta,2023-06-08,Nữ,Khỏe
26138,10684,Jane,Chó,Ta,2022-05-07,Nam,Khỏe
26139,21579,John,Mèo,Ta,2024-03-20,Nữ,Khỏe
26140,4133,John,Chó,Ta,2022-09-25,Nam,Khỏe
26141,12302,John,Mèo,Ta,2023-09-06,Nam,Khỏe
26142,19893,Jane,Mèo,Ta,2023-08-29,Nữ,Khỏe
26143,15361,Jane,Mèo,Ta,2023-02-14,Nam,Khỏe
26144,27137,John,Chó,Ta,2021-01-12,Nữ,Khỏe
26145,15774,John,Chó,Ta,2020-03-12,Nữ,Khỏe
26146,12091,John,Chó,Ta,2021-02-20,Nam,Khỏe
26147,9399,John,Mèo,Ta,2020-02-25,Nam,Khỏe
26148,24894,Jane,Mèo,Ta,2023-07-22,Nam,Khỏe
26149,21334,Jane,Chó,Ta,2021-03-23,Nữ,Khỏe
26150,19994,Jane,Chó,Ta,2021-07-22,Nữ,Khỏe
26151,17748,John,Chó,Ta,2024-12-13,Nam,Khỏe
26152,16960,John,Chó,Ta,2021-09-12,Nam,Khỏe
26153,6280,John,Chó,Ta,2020-05-15,Nam,Khỏe
26154,26058,Jane,Chó,Ta,2024-02-23,Nữ,Khỏe
26155,16130,John,Chó,Ta,2021-02-23,Nam,Khỏe
26156,6873,John,Chó,Ta,2020-09-23,Nam,Khỏe
26157,26958,Jane,Chó,Ta,2021-12-28,Nam,Khỏe
26158,26110,Jane,Chó,Ta,2023-07-11,Nữ,Khỏe
26159,10498,John,Mèo,Ta,2021-07-08,Nữ,Khỏe
26160,16561,Jane,Chó,Ta,2024-09-01,Nam,Khỏe
26161,3713,Jane,Mèo,Ta,2021-03-09,Nữ,Khỏe
26162,11305,Jane,Mèo,Ta,2022-06-28,Nam,Khỏe
26163,12870,Jane,Chó,Ta,2024-12-30,Nữ,Khỏe
26164,29475,Jane,Mèo,Ta,2022-09-28,Nam,Khỏe
26165,20727,John,Mèo,Ta,2024-01-06,Nữ,Khỏe
26166,15713,Jane,Chó,Ta,2020-07-05,Nữ,Khỏe
26167,27140,John,Chó,Ta,2024-04-04,Nữ,Khỏe
26168,24871,Jane,Chó,Ta,2024-06-03,Nữ,Khỏe
26169,6249,John,Chó,Ta,2021-11-13,Nam,Khỏe
26170,12226,Jane,Mèo,Ta,2020-09-26,Nam,Khỏe
26171,11424,Jane,Chó,Ta,2020-05-25,Nam,Khỏe
26172,19283,Jane,Mèo,Ta,2020-01-22,Nữ,Khỏe
26173,7385,John,Mèo,Ta,2024-06-02,Nam,Khỏe
26174,3787,John,Mèo,Ta,2024-08-22,Nữ,Khỏe
26175,13719,Jane,Chó,Ta,2020-02-04,Nữ,Khỏe
26176,9512,Jane,Mèo,Ta,2022-04-30,Nữ,Khỏe
26177,11758,John,Mèo,Ta,2022-01-15,Nữ,Khỏe
26178,23639,John,Mèo,Ta,2021-08-11,Nữ,Khỏe
26179,8401,John,Mèo,Ta,2022-05-08,Nam,Khỏe
26180,26276,Jane,Mèo,Ta,2022-07-13,Nữ,Khỏe
26181,9435,Jane,Mèo,Ta,2021-01-17,Nam,Khỏe
26182,5905,Jane,Chó,Ta,2023-02-06,Nữ,Khỏe
26183,28326,Jane,Chó,Ta,2021-06-13,Nam,Khỏe
26184,12013,John,Chó,Ta,2020-02-04,Nữ,Khỏe
26185,2530,John,Chó,Ta,2024-06-08,Nữ,Khỏe
26186,9514,John,Chó,Ta,2020-10-03,Nữ,Khỏe
26187,29257,John,Mèo,Ta,2024-04-30,Nữ,Khỏe
26188,3328,Jane,Mèo,Ta,2021-07-18,Nữ,Khỏe
26189,24281,Jane,Mèo,Ta,2023-03-01,Nam,Khỏe
26190,14894,John,Chó,Ta,2022-11-09,Nữ,Khỏe
26191,20098,John,Chó,Ta,2021-06-20,Nữ,Khỏe
26192,19379,John,Chó,Ta,2024-05-20,Nam,Khỏe
26193,7946,John,Chó,Ta,2020-07-22,Nam,Khỏe
26194,22014,John,Mèo,Ta,2022-05-26,Nam,Khỏe
26195,17297,Jane,Chó,Ta,2021-05-27,Nam,Khỏe
26196,23165,John,Chó,Ta,2023-05-07,Nữ,Khỏe
26197,17150,John,Mèo,Ta,2023-07-03,Nam,Khỏe
26198,3978,Jane,Mèo,Ta,2021-04-26,Nữ,Khỏe
26199,5901,John,Chó,Ta,2020-03-31,Nam,Khỏe
26200,26985,John,Mèo,Ta,2023-07-23,Nam,Khỏe
26201,4220,Jane,Chó,Ta,2022-06-24,Nam,Khỏe
26202,20200,John,Mèo,Ta,2023-12-30,Nam,Khỏe
26203,6758,John,Mèo,Ta,2022-04-22,Nữ,Khỏe
26204,27749,Jane,Mèo,Ta,2020-12-19,Nam,Khỏe
26205,27511,John,Mèo,Ta,2020-05-23,Nữ,Khỏe
26206,23392,Jane,Chó,Ta,2021-04-09,Nam,Khỏe
26207,22971,John,Mèo,Ta,2023-07-13,Nam,Khỏe
26208,21418,John,Mèo,Ta,2022-05-17,Nữ,Khỏe
26209,25180,Jane,Chó,Ta,2022-05-27,Nam,Khỏe
26210,25800,Jane,Chó,Ta,2022-10-29,Nữ,Khỏe
26211,8110,Jane,Mèo,Ta,2020-07-27,Nữ,Khỏe
26212,13244,Jane,Chó,Ta,2022-02-13,Nữ,Khỏe
26213,12736,Jane,Mèo,Ta,2021-07-22,Nam,Khỏe
26214,22005,Jane,Chó,Ta,2023-07-16,Nam,Khỏe
26215,36,Jane,Chó,Ta,2020-04-26,Nữ,Khỏe
26216,22105,Jane,Chó,Ta,2021-01-31,Nam,Khỏe
26217,19583,John,Chó,Ta,2020-07-14,Nam,Khỏe
26218,26707,Jane,Chó,Ta,2020-07-21,Nữ,Khỏe
26219,24950,John,Chó,Ta,2021-10-18,Nữ,Khỏe
26220,1232,John,Mèo,Ta,2024-09-12,Nữ,Khỏe
26221,5701,Jane,Mèo,Ta,2021-10-01,Nữ,Khỏe
26222,21839,Jane,Chó,Ta,2022-04-10,Nam,Khỏe
26223,16945,John,Mèo,Ta,2023-02-06,Nữ,Khỏe
26224,22954,Jane,Mèo,Ta,2022-05-02,Nữ,Khỏe
26225,3940,John,Mèo,Ta,2021-04-03,Nữ,Khỏe
26226,20077,Jane,Chó,Ta,2024-05-04,Nam,Khỏe
26227,9666,Jane,Chó,Ta,2023-02-28,Nữ,Khỏe
26228,19077,Jane,Chó,Ta,2020-04-20,Nữ,Khỏe
26229,28469,John,Chó,Ta,2024-08-15,Nam,Khỏe
26230,9586,John,Mèo,Ta,2024-11-03,Nữ,Khỏe
26231,12558,Jane,Chó,Ta,2020-06-16,Nam,Khỏe
26232,11825,Jane,Chó,Ta,2023-03-24,Nữ,Khỏe
26233,14889,John,Chó,Ta,2021-10-30,Nam,Khỏe
26234,22235,Jane,Chó,Ta,2020-12-13,Nam,Khỏe
26235,10458,Jane,Mèo,Ta,2021-07-06,Nam,Khỏe
26236,22515,Jane,Chó,Ta,2022-06-03,Nữ,Khỏe
26237,10501,Jane,Chó,Ta,2020-03-05,Nữ,Khỏe
26238,12890,John,Mèo,Ta,2021-03-21,Nam,Khỏe
26239,2241,Jane,Chó,Ta,2022-06-21,Nữ,Khỏe
26240,25663,Jane,Chó,Ta,2020-10-13,Nam,Khỏe
26241,11613,John,Mèo,Ta,2023-01-16,Nam,Khỏe
26242,15305,Jane,Mèo,Ta,2024-01-01,Nam,Khỏe
26243,3321,Jane,Mèo,Ta,2024-10-01,Nữ,Khỏe
26244,9608,John,Chó,Ta,2024-02-11,Nam,Khỏe
26245,29440,John,Chó,Ta,2022-03-26,Nữ,Khỏe
26246,13395,John,Chó,Ta,2024-03-05,Nữ,Khỏe
26247,26740,Jane,Mèo,Ta,2020-03-29,Nam,Khỏe
26248,25525,Jane,Chó,Ta,2022-09-01,Nam,Khỏe
26249,28088,John,Chó,Ta,2021-05-18,Nữ,Khỏe
26250,27914,Jane,Chó,Ta,2023-07-11,Nữ,Khỏe
26251,4225,Jane,Mèo,Ta,2021-06-28,Nam,Khỏe
26252,29232,John,Mèo,Ta,2020-07-28,Nữ,Khỏe
26253,15144,John,Mèo,Ta,2020-09-22,Nam,Khỏe
26254,720,John,Chó,Ta,2022-06-14,Nữ,Khỏe
26255,1529,John,Chó,Ta,2024-05-26,Nữ,Khỏe
26256,28583,Jane,Mèo,Ta,2022-08-01,Nữ,Khỏe
26257,10637,Jane,Mèo,Ta,2024-08-04,Nam,Khỏe
26258,12374,John,Chó,Ta,2024-07-25,Nữ,Khỏe
26259,23061,Jane,Chó,Ta,2022-10-28,Nữ,Khỏe
26260,17028,John,Chó,Ta,2020-05-17,Nữ,Khỏe
26261,5443,John,Chó,Ta,2020-06-06,Nữ,Khỏe
26262,11605,Jane,Chó,Ta,2024-04-04,Nam,Khỏe
26263,20710,John,Mèo,Ta,2024-07-14,Nữ,Khỏe
26264,21278,Jane,Chó,Ta,2024-12-21,Nữ,Khỏe
26265,29873,John,Mèo,Ta,2022-04-01,Nam,Khỏe
26266,14162,John,Mèo,Ta,2022-01-23,Nam,Khỏe
26267,4674,Jane,Chó,Ta,2021-12-21,Nam,Khỏe
26268,26342,Jane,Chó,Ta,2022-07-15,Nữ,Khỏe
26269,23507,Jane,Mèo,Ta,2021-03-25,Nữ,Khỏe
26270,10756,John,Chó,Ta,2021-04-06,Nam,Khỏe
26271,29876,John,Mèo,Ta,2022-04-16,Nữ,Khỏe
26272,15103,Jane,Mèo,Ta,2023-01-26,Nam,Khỏe
26273,888,Jane,Chó,Ta,2020-09-05,Nam,Khỏe
26274,1908,John,Chó,Ta,2021-10-07,Nam,Khỏe
26275,16731,Jane,Mèo,Ta,2020-10-24,Nam,Khỏe
26276,20248,Jane,Mèo,Ta,2021-02-21,Nam,Khỏe
26277,22515,Jane,Chó,Ta,2022-02-09,Nữ,Khỏe
26278,27334,John,Chó,Ta,2023-03-11,Nữ,Khỏe
26279,16363,Jane,Mèo,Ta,2024-10-24,Nữ,Khỏe
26280,14962,John,Mèo,Ta,2022-05-21,Nam,Khỏe
26281,9627,Jane,Chó,Ta,2022-02-12,Nam,Khỏe
26282,5066,John,Chó,Ta,2024-03-26,Nam,Khỏe
26283,26723,Jane,Chó,Ta,2023-04-14,Nam,Khỏe
26284,24706,John,Chó,Ta,2023-10-12,Nam,Khỏe
26285,29135,John,Mèo,Ta,2022-01-08,Nữ,Khỏe
26286,17786,Jane,Mèo,Ta,2021-12-27,Nam,Khỏe
26287,25330,John,Chó,Ta,2023-10-10,Nữ,Khỏe
26288,13724,John,Chó,Ta,2022-09-20,Nam,Khỏe
26289,21793,John,Chó,Ta,2023-10-05,Nữ,Khỏe
26290,7293,John,Chó,Ta,2022-01-28,Nam,Khỏe
26291,26574,Jane,Chó,Ta,2021-04-06,Nam,Khỏe
26292,21305,Jane,Chó,Ta,2020-02-29,Nữ,Khỏe
26293,21115,John,Mèo,Ta,2022-04-27,Nữ,Khỏe
26294,13522,Jane,Chó,Ta,2022-03-14,Nữ,Khỏe
26295,17688,John,Chó,Ta,2021-09-06,Nam,Khỏe
26296,21176,John,Chó,Ta,2022-05-12,Nam,Khỏe
26297,29395,John,Chó,Ta,2021-09-17,Nữ,Khỏe
26298,21169,Jane,Mèo,Ta,2021-11-07,Nam,Khỏe
26299,25845,Jane,Mèo,Ta,2021-08-11,Nữ,Khỏe
26300,24214,Jane,Chó,Ta,2024-01-30,Nữ,Khỏe
26301,17641,John,Chó,Ta,2023-02-26,Nam,Khỏe
26302,13190,John,Mèo,Ta,2024-03-05,Nữ,Khỏe
26303,22094,Jane,Mèo,Ta,2023-06-30,Nam,Khỏe
26304,27990,John,Mèo,Ta,2020-04-07,Nữ,Khỏe
26305,28912,John,Chó,Ta,2022-01-29,Nữ,Khỏe
26306,7189,Jane,Mèo,Ta,2022-01-30,Nữ,Khỏe
26307,17407,John,Chó,Ta,2022-01-16,Nam,Khỏe
26308,600,John,Mèo,Ta,2023-06-20,Nữ,Khỏe
26309,28516,John,Mèo,Ta,2023-03-19,Nữ,Khỏe
26310,11098,Jane,Mèo,Ta,2022-04-25,Nữ,Khỏe
26311,25367,Jane,Chó,Ta,2020-10-28,Nữ,Khỏe
26312,859,John,Chó,Ta,2024-11-04,Nữ,Khỏe
26313,2585,John,Mèo,Ta,2024-05-15,Nam,Khỏe
26314,8560,John,Mèo,Ta,2022-11-26,Nam,Khỏe
26315,17408,John,Chó,Ta,2024-08-28,Nam,Khỏe
26316,8401,Jane,Chó,Ta,2024-12-27,Nam,Khỏe
26317,10922,Jane,Chó,Ta,2024-10-11,Nam,Khỏe
26318,4846,John,Chó,Ta,2022-03-01,Nữ,Khỏe
26319,27211,Jane,Mèo,Ta,2021-02-03,Nữ,Khỏe
26320,16988,Jane,Mèo,Ta,2022-06-12,Nam,Khỏe
26321,4854,Jane,Mèo,Ta,2020-10-30,Nữ,Khỏe
26322,28648,Jane,Mèo,Ta,2020-04-13,Nam,Khỏe
26323,6821,John,Chó,Ta,2023-08-07,Nữ,Khỏe
26324,11126,John,Mèo,Ta,2024-12-31,Nam,Khỏe
26325,15874,John,Chó,Ta,2024-12-23,Nam,Khỏe
26326,27556,Jane,Chó,Ta,2021-09-25,Nữ,Khỏe
26327,15026,John,Mèo,Ta,2021-04-11,Nam,Khỏe
26328,5403,John,Mèo,Ta,2023-11-11,Nữ,Khỏe
26329,4621,Jane,Chó,Ta,2023-09-10,Nữ,Khỏe
26330,29664,John,Chó,Ta,2024-06-25,Nam,Khỏe
26331,28374,Jane,Mèo,Ta,2021-01-03,Nam,Khỏe
26332,26309,Jane,Chó,Ta,2023-04-24,Nam,Khỏe
26333,26578,Jane,Mèo,Ta,2022-01-12,Nữ,Khỏe
26334,2201,John,Mèo,Ta,2021-05-11,Nam,Khỏe
26335,18790,Jane,Chó,Ta,2022-11-15,Nam,Khỏe
26336,25104,John,Chó,Ta,2024-02-18,Nam,Khỏe
26337,16195,Jane,Mèo,Ta,2021-07-02,Nữ,Khỏe
26338,20915,Jane,Mèo,Ta,2020-08-07,Nữ,Khỏe
26339,7253,Jane,Mèo,Ta,2020-01-17,Nam,Khỏe
26340,849,John,Mèo,Ta,2021-03-23,Nam,Khỏe
26341,9897,John,Chó,Ta,2020-12-23,Nữ,Khỏe
26342,2576,Jane,Mèo,Ta,2022-09-02,Nam,Khỏe
26343,27561,John,Mèo,Ta,2021-04-08,Nữ,Khỏe
26344,9903,Jane,Mèo,Ta,2023-09-05,Nữ,Khỏe
26345,24940,Jane,Mèo,Ta,2022-07-30,Nam,Khỏe
26346,19637,John,Mèo,Ta,2024-08-26,Nữ,Khỏe
26347,18612,Jane,Mèo,Ta,2022-09-23,Nam,Khỏe
26348,28424,John,Mèo,Ta,2023-12-31,Nữ,Khỏe
26349,1534,Jane,Mèo,Ta,2022-10-28,Nữ,Khỏe
26350,12854,John,Mèo,Ta,2021-01-13,Nam,Khỏe
26351,1937,Jane,Chó,Ta,2024-05-27,Nam,Khỏe
26352,9480,John,Chó,Ta,2024-08-20,Nam,Khỏe
26353,19995,John,Chó,Ta,2020-01-12,Nữ,Khỏe
26354,19966,John,Mèo,Ta,2021-01-23,Nữ,Khỏe
26355,1981,John,Chó,Ta,2023-02-27,Nữ,Khỏe
26356,10715,John,Chó,Ta,2022-10-03,Nam,Khỏe
26357,4645,Jane,Chó,Ta,2023-01-31,Nam,Khỏe
26358,22550,Jane,Chó,Ta,2022-12-14,Nữ,Khỏe
26359,10198,Jane,Mèo,Ta,2021-07-17,Nữ,Khỏe
26360,27071,John,Mèo,Ta,2021-04-20,Nữ,Khỏe
26361,2528,John,Chó,Ta,2020-04-21,Nữ,Khỏe
26362,24174,John,Mèo,Ta,2021-05-27,Nam,Khỏe
26363,22232,Jane,Chó,Ta,2023-04-05,Nam,Khỏe
26364,9981,Jane,Chó,Ta,2020-10-08,Nữ,Khỏe
26365,26244,Jane,Chó,Ta,2020-06-22,Nữ,Khỏe
26366,1384,Jane,Mèo,Ta,2024-02-26,Nam,Khỏe
26367,16752,Jane,Chó,Ta,2022-11-17,Nữ,Khỏe
26368,26098,Jane,Mèo,Ta,2021-07-23,Nam,Khỏe
26369,9440,Jane,Chó,Ta,2024-04-15,Nam,Khỏe
26370,26708,Jane,Chó,Ta,2023-02-17,Nam,Khỏe
26371,16450,John,Chó,Ta,2021-03-15,Nữ,Khỏe
26372,24567,Jane,Mèo,Ta,2024-10-17,Nam,Khỏe
26373,24851,Jane,Chó,Ta,2021-12-10,Nam,Khỏe
26374,5540,Jane,Mèo,Ta,2022-01-09,Nữ,Khỏe
26375,19774,John,Chó,Ta,2024-11-10,Nam,Khỏe
26376,11367,Jane,Chó,Ta,2022-01-31,Nữ,Khỏe
26377,12419,Jane,Chó,Ta,2020-12-23,Nữ,Khỏe
26378,5645,Jane,Mèo,Ta,2020-10-12,Nữ,Khỏe
26379,23246,John,Mèo,Ta,2021-04-15,Nữ,Khỏe
26380,5138,Jane,Mèo,Ta,2023-10-03,Nam,Khỏe
26381,28018,Jane,Mèo,Ta,2024-05-25,Nam,Khỏe
26382,2591,John,Mèo,Ta,2022-06-11,Nữ,Khỏe
26383,7801,John,Chó,Ta,2023-05-14,Nữ,Khỏe
26384,1512,John,Mèo,Ta,2021-05-16,Nam,Khỏe
26385,26212,Jane,Mèo,Ta,2023-08-02,Nữ,Khỏe
26386,14415,Jane,Mèo,Ta,2024-08-21,Nam,Khỏe
26387,6643,Jane,Chó,Ta,2021-07-12,Nam,Khỏe
26388,2113,John,Mèo,Ta,2022-01-31,Nam,Khỏe
26389,14181,Jane,Chó,Ta,2023-03-08,Nữ,Khỏe
26390,25845,John,Mèo,Ta,2021-10-14,Nữ,Khỏe
26391,1847,John,Chó,Ta,2022-04-01,Nữ,Khỏe
26392,9907,Jane,Mèo,Ta,2022-11-30,Nam,Khỏe
26393,23145,John,Chó,Ta,2021-06-17,Nam,Khỏe
26394,9027,John,Mèo,Ta,2021-01-24,Nữ,Khỏe
26395,15759,John,Chó,Ta,2022-08-11,Nữ,Khỏe
26396,18709,Jane,Chó,Ta,2024-09-21,Nữ,Khỏe
26397,19572,John,Chó,Ta,2022-04-24,Nữ,Khỏe
26398,7906,John,Chó,Ta,2023-04-25,Nam,Khỏe
26399,3445,John,Mèo,Ta,2024-04-28,Nam,Khỏe
26400,18871,John,Mèo,Ta,2024-06-15,Nữ,Khỏe
26401,25150,John,Chó,Ta,2021-06-28,Nữ,Khỏe
26402,23830,Jane,Chó,Ta,2020-03-11,Nam,Khỏe
26403,7863,John,Chó,Ta,2022-08-22,Nữ,Khỏe
26404,4385,John,Mèo,Ta,2023-06-24,Nữ,Khỏe
26405,29170,John,Chó,Ta,2024-03-10,Nam,Khỏe
26406,14518,Jane,Chó,Ta,2021-11-25,Nam,Khỏe
26407,14065,Jane,Chó,Ta,2023-05-30,Nam,Khỏe
26408,3958,Jane,Chó,Ta,2023-10-05,Nữ,Khỏe
26409,10358,John,Mèo,Ta,2022-03-28,Nam,Khỏe
26410,17636,John,Chó,Ta,2020-04-23,Nam,Khỏe
26411,23972,Jane,Chó,Ta,2023-04-06,Nam,Khỏe
26412,15504,John,Chó,Ta,2023-09-05,Nữ,Khỏe
26413,27666,Jane,Chó,Ta,2024-12-29,Nam,Khỏe
26414,17955,Jane,Mèo,Ta,2024-09-02,Nam,Khỏe
26415,25526,John,Mèo,Ta,2022-07-06,Nam,Khỏe
26416,9644,John,Mèo,Ta,2022-04-12,Nam,Khỏe
26417,713,Jane,Chó,Ta,2021-05-22,Nữ,Khỏe
26418,14196,Jane,Mèo,Ta,2020-08-19,Nam,Khỏe
26419,26423,John,Chó,Ta,2022-01-31,Nữ,Khỏe
26420,8795,Jane,Chó,Ta,2022-09-04,Nữ,Khỏe
26421,26333,John,Mèo,Ta,2021-12-30,Nam,Khỏe
26422,2445,Jane,Chó,Ta,2024-06-07,Nam,Khỏe
26423,4496,John,Mèo,Ta,2021-03-25,Nữ,Khỏe
26424,24965,John,Mèo,Ta,2020-02-01,Nam,Khỏe
26425,26302,John,Chó,Ta,2021-05-05,Nữ,Khỏe
26426,23698,Jane,Chó,Ta,2020-07-28,Nữ,Khỏe
26427,29116,Jane,Mèo,Ta,2021-07-24,Nữ,Khỏe
26428,28322,Jane,Chó,Ta,2021-03-22,Nữ,Khỏe
