MADK,MAGT,MATC,NGAYDANGKY,NGAYHETHAN,SOMUIDATIEM
12073,16,36927,2023-03-10,,1
12074,1,20579,2023-11-27,,0
12075,1,15843,2022-05-02,,0
12076,1,7255,2023-11-27,,4
12077,5,30345,2024-08-05,,0
12078,14,29375,2024-04-18,,2
12079,8,39346,2024-08-02,,3
12080,12,31168,2024-04-06,,3
12081,18,20173,2023-04-08,,1
12082,1,43377,2024-09-19,,4
12083,1,7159,2022-11-15,,1
12084,9,44182,2024-02-10,,1
12085,20,32480,2022-12-13,,3
12086,13,38294,2024-07-06,,5
12087,7,28074,2022-08-30,,0
12088,3,12260,2024-02-26,,5
12089,12,6374,2023-04-02,,2
12090,18,5862,2022-05-13,,2
12091,5,12786,2023-05-01,,3
12092,3,7977,2022-10-13,,5
12093,11,38299,2022-02-05,,5
12094,14,2690,2024-06-27,,2
12095,12,8594,2024-08-09,,2
12096,6,13905,2023-04-24,,4
12097,15,22438,2024-09-20,,1
12098,15,11681,2024-03-25,,2
12099,14,44726,2024-12-21,,0
12100,4,42249,2024-06-03,,5
12101,20,28485,2023-06-17,,3
12102,15,10297,2022-11-26,,2
12103,16,17467,2024-08-12,,0
12104,7,37412,2023-07-20,,3
12105,6,9991,2023-04-08,,1
12106,5,9077,2022-03-10,,3
12107,7,40854,2022-03-07,,2
12108,18,42033,2023-11-24,,5
12109,17,1830,2023-04-17,,2
12110,14,44217,2024-08-22,,5
12111,20,5387,2023-02-22,,3
12112,20,3157,2023-01-02,,2
12113,13,11585,2023-03-30,,4
12114,15,1135,2022-05-08,,0
12115,11,24923,2024-04-26,,3
12116,14,24231,2022-06-02,,2
12117,16,15661,2023-08-14,,1
12118,11,32697,2023-08-27,,1
12119,9,3707,2023-04-05,,5
12120,10,1363,2022-05-24,,1
12121,17,36919,2023-05-22,,3
12122,5,21242,2024-05-28,,2
12123,14,9138,2024-11-10,,3
12124,20,9767,2022-07-25,,4
12125,3,6528,2022-05-23,,0
12126,18,17218,2024-10-20,,5
12127,20,25178,2022-03-01,,2
12128,20,36851,2023-12-01,,2
12129,6,4100,2024-06-22,,1
12130,14,35671,2023-06-03,,3
12131,20,1013,2022-10-13,,1
12132,10,6872,2022-12-03,,2
12133,5,38193,2022-03-05,,2
12134,6,20859,2023-04-22,,3
12135,9,41705,2024-01-06,,0
12136,8,6373,2023-01-16,,3
12137,18,8667,2022-05-08,,0
12138,7,5055,2022-07-07,,0
12139,18,18703,2022-08-08,,1
12140,11,12035,2023-10-29,,4
12141,15,36079,2022-10-14,,4
12142,10,8204,2023-01-19,,2
12143,2,25124,2022-02-15,,0
12144,14,43884,2024-06-21,,1
12145,17,12933,2024-10-25,,5
12146,17,11696,2022-08-17,,1
12147,16,5573,2023-07-06,,2
12148,7,3254,2024-12-15,,4
12149,13,6435,2024-09-19,,4
12150,20,25655,2023-05-26,,5
12151,19,36674,2022-04-07,,2
12152,1,9645,2022-06-12,,3
12153,10,17983,2022-08-21,,2
12154,8,22368,2022-12-14,,2
12155,1,27903,2022-03-09,,3
12156,9,39232,2023-06-14,,3
12157,16,27182,2024-05-21,,5
12158,20,14439,2023-09-17,,1
12159,6,43813,2024-01-12,,1
12160,9,20120,2024-08-16,,5
12161,8,4929,2024-07-16,,3
12162,3,24950,2024-06-03,,1
12163,18,18881,2022-10-31,,4
12164,9,24672,2023-12-06,,3
12165,20,4345,2024-07-31,,2
12166,17,23377,2024-05-17,,5
12167,4,3941,2024-04-29,,0
12168,1,37387,2022-10-10,,5
12169,18,36790,2023-05-23,,2
12170,19,10035,2023-11-15,,0
12171,7,190,2023-08-14,,4
12172,5,21621,2023-06-20,,0
12173,9,6247,2022-08-08,,2
12174,9,26991,2023-08-01,,0
12175,19,43117,2024-10-04,,3
12176,9,10157,2023-01-28,,4
12177,13,36187,2022-01-01,,4
12178,9,44831,2022-09-09,,4
12179,8,22646,2024-12-11,,5
12180,9,4104,2024-01-06,,5
12181,16,24014,2024-06-04,,0
12182,4,37570,2023-10-08,,3
12183,12,42644,2023-04-07,,5
12184,20,25379,2024-12-31,,0
12185,7,40818,2024-06-03,,2
12186,12,44680,2022-02-23,,0
12187,8,5983,2023-05-21,,2
12188,18,37948,2023-11-12,,5
12189,11,7423,2023-05-28,,1
12190,3,13618,2023-07-05,,4
12191,4,3992,2024-03-17,,1
12192,8,17261,2024-10-08,,1
12193,3,31326,2023-05-28,,1
12194,14,13136,2024-02-25,,2
12195,14,41455,2023-04-14,,3
12196,12,23534,2024-07-30,,3
12197,13,25049,2024-01-09,,5
12198,2,3283,2024-04-04,,0
12199,11,22754,2022-08-13,,0
12200,11,7718,2022-07-28,,1
12201,12,28653,2024-01-04,,5
12202,3,23737,2022-01-02,,4
12203,15,44543,2024-02-07,,1
12204,12,37174,2022-03-23,,1
12205,14,7358,2024-11-20,,2
12206,10,8083,2022-10-21,,0
12207,3,10790,2022-05-31,,5
12208,6,20417,2023-02-26,,5
12209,20,11349,2024-10-23,,1
12210,3,44187,2024-04-24,,2
12211,12,1323,2022-11-07,,4
12212,3,40816,2024-01-23,,2
12213,15,6513,2023-03-30,,3
12214,13,531,2024-05-19,,1
12215,3,41752,2022-01-13,,0
12216,20,34466,2024-02-27,,3
12217,3,23254,2024-10-31,,4
12218,5,10284,2022-09-07,,4
12219,13,2359,2022-07-26,,0
12220,10,31370,2022-07-21,,5
12221,14,22810,2023-08-19,,0
12222,8,6545,2024-08-02,,2
12223,4,5779,2022-12-10,,3
12224,11,17538,2023-08-06,,1
12225,16,13840,2022-07-30,,0
12226,4,15945,2023-08-07,,3
12227,6,5883,2024-07-01,,4
12228,11,30939,2023-10-04,,0
12229,6,18645,2024-05-07,,5
12230,6,13714,2023-08-02,,1
12231,17,32257,2022-06-01,,2
12232,17,14069,2024-05-18,,4
12233,16,19058,2024-12-23,,0
12234,16,35234,2022-10-13,,0
12235,4,30543,2023-01-05,,5
12236,12,13240,2022-05-06,,5
12237,13,31393,2023-05-31,,1
12238,4,26370,2022-07-28,,3
12239,3,37570,2022-02-03,,5
12240,18,21572,2024-10-24,,4
12241,6,25965,2022-01-25,,2
12242,12,12054,2023-08-04,,5
12243,16,15469,2023-04-10,,1
12244,20,15338,2023-09-03,,0
12245,10,6739,2022-07-27,,2
12246,17,3737,2022-09-15,,3
12247,3,35429,2023-03-08,,5
12248,5,43440,2024-08-12,,2
12249,4,21191,2022-11-02,,1
12250,11,11583,2022-06-27,,4
12251,7,32912,2022-12-10,,1
12252,19,12915,2022-07-16,,1
12253,8,36343,2023-06-26,,0
12254,6,15916,2024-09-04,,4
12255,7,17591,2023-08-03,,1
12256,10,26912,2024-03-25,,3
12257,11,29647,2024-11-30,,1
12258,4,38694,2023-04-29,,2
12259,3,35414,2022-06-27,,3
12260,6,34775,2022-09-22,,4
12261,4,25103,2024-05-04,,4
12262,5,26175,2022-12-31,,1
12263,12,32716,2023-05-22,,2
12264,16,36932,2022-05-12,,2
12265,14,38539,2022-08-03,,3
12266,16,40332,2022-02-16,,2
12267,15,23731,2022-11-04,,1
12268,2,32395,2022-05-12,,3
12269,19,12982,2024-07-06,,4
12270,19,36621,2022-01-15,,3
12271,6,8567,2024-06-15,,5
12272,9,26530,2023-01-31,,5
12273,3,21819,2022-01-24,,2
12274,2,34929,2023-04-04,,0
12275,16,12491,2023-07-15,,0
12276,3,35735,2023-05-21,,2
12277,13,40108,2024-12-19,,2
12278,4,13586,2022-07-11,,4
12279,16,11382,2022-08-04,,3
12280,2,16377,2022-12-27,,4
12281,8,36209,2023-12-27,,4
12282,8,28516,2024-01-31,,5
12283,16,8676,2024-07-29,,2
12284,1,27228,2023-02-14,,3
12285,18,30032,2022-03-02,,4
12286,17,39493,2023-07-29,,2
12287,4,27108,2024-08-13,,2
12288,8,34926,2024-11-16,,4
12289,8,10140,2022-03-25,,5
12290,4,20054,2022-10-09,,2
12291,1,38439,2024-07-04,,2
12292,19,20442,2022-02-20,,3
12293,20,26274,2024-06-03,,4
12294,8,23380,2024-08-18,,0
12295,14,33728,2024-07-05,,5
12296,5,21186,2022-06-12,,3
12297,11,14849,2024-12-07,,5
12298,20,15805,2022-01-13,,5
12299,19,245,2024-12-28,,1
12300,20,30116,2024-03-04,,3
12301,5,24818,2022-04-13,,5
12302,2,1207,2022-01-08,,3
12303,11,31519,2022-01-21,,5
12304,3,44797,2022-09-06,,3
12305,4,10573,2023-09-09,,0
12306,11,20175,2023-08-25,,3
12307,8,13818,2024-01-01,,5
12308,3,2103,2024-03-13,,2
12309,14,18383,2023-07-05,,3
12310,6,22268,2022-06-26,,4
12311,20,25715,2024-10-15,,1
12312,7,1512,2023-01-04,,4
12313,10,22228,2022-10-17,,1
12314,18,5013,2024-04-16,,1
12315,7,14979,2023-07-25,,1
12316,12,6416,2022-11-18,,2
12317,11,32102,2022-10-12,,2
12318,19,10716,2024-03-06,,2
12319,15,1660,2024-02-11,,2
12320,20,21513,2023-08-21,,2
12321,7,33411,2024-11-23,,3
12322,1,26307,2023-09-18,,3
12323,5,38825,2023-02-20,,5
12324,19,21669,2022-02-16,,0
12325,19,2184,2023-12-23,,2
12326,13,20308,2024-03-31,,1
12327,6,27948,2022-05-02,,4
12328,17,36365,2022-04-29,,4
12329,2,11137,2024-11-27,,5
12330,7,24469,2022-06-05,,3
12331,9,14693,2024-12-04,,2
12332,13,30130,2023-05-10,,3
12333,15,26441,2022-03-01,,0
12334,13,22949,2022-12-17,,0
12335,18,40855,2024-01-13,,5
12336,8,20819,2023-10-28,,5
12337,2,42912,2022-07-19,,3
12338,13,38921,2023-09-08,,2
12339,8,11728,2023-02-22,,5
12340,6,7721,2022-05-09,,1
12341,8,37872,2022-08-17,,5
12342,18,11226,2022-05-13,,0
12343,6,16347,2023-07-20,,3
12344,1,9564,2023-12-05,,0
12345,20,17484,2022-06-10,,0
12346,10,7373,2022-05-09,,1
12347,2,41119,2024-11-12,,2
12348,17,44975,2022-01-02,,5
12349,10,33558,2024-07-26,,3
12350,3,7740,2023-05-25,,5
12351,4,14093,2024-08-09,,3
12352,10,16899,2023-04-12,,4
12353,4,27432,2023-05-02,,0
12354,16,13271,2022-02-27,,4
12355,7,38556,2022-09-10,,2
12356,5,5966,2022-10-11,,5
12357,6,31276,2022-10-30,,1
12358,8,12915,2024-11-20,,1
12359,8,36176,2023-06-04,,2
12360,15,35753,2024-12-24,,2
12361,11,2878,2023-10-15,,2
12362,1,27733,2024-12-12,,1
12363,16,928,2023-07-14,,5
12364,13,15365,2024-10-01,,0
12365,9,43482,2024-09-25,,4
12366,16,20267,2022-12-05,,4
12367,8,12035,2022-11-24,,5
12368,15,17408,2022-11-10,,2
12369,1,2502,2022-02-27,,3
12370,6,1489,2022-09-04,,3
12371,17,16034,2022-02-13,,1
12372,13,37846,2023-10-17,,2
12373,14,3172,2023-07-12,,5
12374,8,4270,2022-01-12,,4
12375,17,12621,2022-07-20,,1
12376,20,21327,2022-02-11,,3
12377,18,1161,2022-07-29,,2
12378,8,30543,2024-06-17,,1
12379,2,34016,2022-07-04,,5
12380,8,25686,2022-08-07,,0
12381,3,28263,2022-01-08,,4
12382,8,40148,2024-05-06,,4
12383,6,43324,2024-07-12,,5
12384,10,31309,2023-05-08,,5
12385,14,39398,2022-04-22,,5
12386,9,14580,2023-06-27,,4
12387,18,25831,2024-06-26,,0
12388,18,5847,2022-08-03,,2
12389,7,43258,2024-11-30,,5
12390,10,11933,2022-05-21,,5
12391,6,36710,2022-06-02,,4
12392,10,9513,2024-09-20,,1
12393,8,34055,2022-07-30,,5
12394,15,14050,2022-12-09,,5
12395,12,2813,2023-07-16,,5
12396,16,451,2022-02-06,,0
12397,15,4232,2022-06-12,,5
12398,20,22088,2022-09-16,,0
12399,13,1792,2024-01-12,,4
12400,20,23935,2023-07-10,,2
12401,15,20773,2023-04-24,,0
12402,12,17675,2023-07-25,,1
12403,15,17153,2022-04-30,,2
12404,2,26158,2023-07-19,,4
12405,11,22021,2022-12-22,,1
12406,16,33126,2024-02-03,,5
12407,7,19123,2024-09-12,,0
12408,18,28568,2022-01-05,,1
12409,5,32200,2024-03-25,,3
12410,3,30802,2022-05-11,,0
12411,19,34442,2024-09-08,,5
12412,13,8269,2023-02-06,,5
12413,6,4861,2024-12-08,,1
12414,14,23937,2022-11-13,,4
12415,10,31609,2022-06-19,,5
12416,11,13473,2024-10-30,,4
12417,14,4414,2024-06-28,,1
12418,13,29278,2022-03-28,,1
12419,2,2351,2022-04-28,,4
12420,12,25282,2022-06-05,,4
12421,12,37837,2024-04-28,,1
12422,11,34926,2022-09-26,,3
12423,14,33730,2022-03-14,,5
12424,15,21924,2024-10-14,,2
12425,1,12268,2022-12-20,,5
12426,7,40463,2023-07-25,,2
12427,13,12161,2024-03-31,,2
12428,18,26957,2024-07-15,,3
12429,2,23836,2023-02-17,,3
12430,11,20464,2022-07-22,,4
12431,8,6603,2023-05-30,,5
12432,5,10268,2022-06-28,,5
12433,2,43959,2023-07-29,,3
12434,15,15158,2022-03-09,,3
12435,7,23130,2023-09-01,,5
12436,7,33961,2023-07-17,,3
12437,1,3449,2022-02-13,,5
12438,6,33677,2023-05-24,,5
12439,10,5705,2022-04-05,,0
12440,2,2571,2024-06-06,,5
12441,5,32796,2022-07-07,,1
12442,16,31626,2022-05-19,,5
12443,17,2664,2024-11-30,,3
12444,18,18020,2022-02-10,,4
12445,19,28645,2023-09-09,,0
12446,19,33060,2023-10-05,,3
12447,11,1303,2024-08-19,,3
12448,9,14337,2023-04-12,,1
12449,13,32977,2024-09-07,,0
12450,12,40603,2024-05-18,,5
12451,11,13679,2024-04-12,,1
12452,3,25053,2023-06-17,,1
12453,11,11932,2024-01-25,,3
12454,12,18365,2023-07-01,,0
12455,15,10789,2023-07-25,,1
12456,16,43889,2022-09-05,,3
12457,4,32191,2022-07-27,,0
12458,14,25622,2023-05-19,,1
12459,4,23512,2022-11-18,,0
12460,2,33841,2024-11-18,,3
12461,10,24813,2023-09-12,,0
12462,5,30613,2022-03-09,,4
12463,6,22074,2022-01-08,,0
12464,8,21756,2022-07-11,,1
12465,4,21644,2024-09-27,,2
12466,5,13800,2024-08-16,,5
12467,18,7043,2022-11-22,,4
12468,15,18273,2022-12-30,,4
12469,9,41117,2022-08-24,,5
12470,9,34800,2023-09-04,,4
12471,12,19075,2023-06-10,,3
12472,1,26688,2023-06-05,,4
12473,6,22745,2023-07-09,,0
12474,19,33337,2022-03-21,,4
12475,7,16715,2023-07-16,,1
12476,19,10109,2023-01-12,,1
12477,16,35265,2022-06-19,,1
12478,10,33550,2023-08-13,,0
12479,1,21054,2023-04-21,,2
12480,10,17633,2022-01-23,,3
12481,18,11799,2024-02-26,,2
12482,10,19639,2023-06-05,,2
12483,15,1262,2023-05-14,,1
12484,7,3910,2023-04-06,,4
12485,16,29130,2023-07-31,,0
12486,1,10533,2024-08-17,,1
12487,1,15171,2024-11-10,,3
12488,20,37997,2023-09-19,,4
12489,16,22321,2024-10-19,,0
12490,8,8214,2024-08-21,,1
12491,3,11869,2023-03-31,,2
12492,17,36079,2022-02-18,,5
12493,3,15694,2023-03-01,,4
12494,4,24142,2022-01-11,,1
12495,11,6095,2022-10-09,,0
12496,6,28484,2024-05-27,,3
12497,13,11809,2022-05-14,,3
12498,16,6901,2022-12-18,,0
12499,14,36286,2022-02-21,,0
12500,1,24158,2023-11-30,,5
12501,5,28428,2023-03-08,,3
12502,5,38902,2023-01-11,,5
12503,14,5643,2024-10-27,,5
12504,11,19104,2022-05-15,,0
12505,18,11559,2023-02-01,,2
12506,20,40953,2022-11-26,,2
12507,4,33111,2023-08-31,,1
12508,5,41868,2024-03-20,,1
12509,20,3890,2022-02-01,,5
12510,19,39366,2024-06-23,,5
12511,20,14680,2022-05-05,,0
12512,1,21343,2022-05-02,,2
12513,12,32989,2023-11-28,,5
12514,5,26883,2022-09-13,,3
12515,20,20042,2022-11-27,,4
12516,6,3805,2023-12-12,,4
12517,19,19259,2023-12-10,,5
12518,19,5223,2022-11-13,,5
12519,9,4397,2024-05-15,,1
12520,15,39243,2024-02-19,,5
12521,14,19990,2024-11-22,,5
12522,11,9778,2024-04-03,,3
12523,4,32930,2022-05-20,,4
12524,19,40111,2022-01-27,,0
12525,18,21240,2023-07-27,,1
12526,20,38192,2022-11-22,,5
12527,17,2078,2022-10-15,,2
12528,16,11388,2024-07-03,,4
12529,5,12607,2023-06-15,,2
12530,6,19956,2023-09-06,,0
12531,7,4028,2022-12-28,,0
12532,7,8719,2024-11-28,,2
12533,17,7513,2023-02-27,,5
12534,16,38457,2022-03-25,,2
12535,2,31393,2024-02-05,,4
12536,15,35204,2023-08-24,,1
12537,13,24834,2022-08-12,,0
12538,19,34567,2023-08-04,,2
12539,6,28689,2023-11-25,,4
12540,16,3155,2024-03-18,,3
12541,9,39880,2022-11-21,,4
12542,13,30001,2024-09-09,,0
12543,4,3449,2023-08-06,,5
12544,6,29646,2022-07-18,,2
12545,16,26083,2024-12-12,,4
12546,11,17848,2024-07-16,,4
12547,6,31539,2023-05-08,,4
12548,19,19001,2024-09-04,,0
12549,15,34451,2023-12-16,,4
12550,19,5207,2022-08-24,,3
12551,20,3827,2024-08-07,,4
12552,9,42608,2024-09-03,,1
12553,16,9222,2023-01-03,,4
12554,9,17561,2023-03-10,,3
12555,2,31273,2024-11-26,,4
12556,4,20223,2024-08-15,,3
12557,11,21176,2023-01-01,,2
12558,20,17895,2022-11-15,,1
12559,2,30499,2022-01-28,,5
12560,4,4744,2023-02-09,,5
12561,4,5983,2024-11-22,,4
12562,19,13714,2024-02-19,,4
12563,11,40808,2024-01-23,,0
12564,16,15574,2022-09-04,,4
12565,7,11352,2022-02-18,,2
12566,17,32292,2022-02-16,,5
12567,2,30646,2022-06-11,,2
12568,9,16048,2022-02-12,,1
12569,9,6011,2022-05-09,,5
12570,11,37531,2022-01-22,,4
12571,5,13421,2023-12-29,,1
12572,10,28506,2024-02-14,,3
12573,20,29633,2024-02-13,,2
12574,16,6982,2022-05-23,,1
12575,17,16238,2022-03-14,,2
12576,12,34089,2024-03-05,,0
12577,15,24082,2022-03-28,,1
12578,15,32497,2023-09-22,,3
12579,19,26069,2023-09-08,,1
12580,16,35455,2024-09-01,,4
12581,18,5140,2023-06-08,,1
12582,9,41683,2022-03-27,,2
12583,16,38425,2022-11-08,,4
12584,12,4905,2023-10-19,,1
12585,9,1234,2024-04-14,,2
12586,4,28703,2024-05-12,,3
12587,20,30990,2022-08-05,,4
12588,16,27445,2023-12-14,,5
12589,20,3774,2023-12-30,,4
12590,2,2007,2023-11-19,,4
12591,5,4418,2023-03-15,,5
12592,8,17186,2023-10-13,,1
12593,1,41145,2024-05-10,,2
12594,3,37411,2024-08-29,,2
12595,4,28116,2024-06-29,,5
12596,14,32384,2023-01-02,,5
12597,2,3577,2022-09-01,,5
12598,15,7283,2024-08-09,,2
12599,15,15113,2024-08-01,,0
12600,3,32750,2023-06-13,,3
12601,13,956,2024-06-01,,3
12602,9,44092,2024-07-23,,1
12603,18,1881,2022-07-27,,5
12604,7,39603,2024-02-17,,4
12605,15,5785,2022-12-29,,5
12606,1,13339,2024-11-18,,1
12607,16,11703,2022-10-15,,4
12608,16,11710,2023-07-14,,2
12609,3,1968,2022-12-17,,4
12610,17,41521,2024-10-20,,0
12611,11,3955,2023-10-20,,0
12612,19,9788,2023-03-30,,3
12613,8,40695,2024-06-14,,2
12614,4,24663,2024-07-26,,3
12615,14,21763,2022-12-16,,5
12616,5,2832,2024-02-19,,1
12617,1,3706,2023-08-29,,2
12618,11,21519,2022-03-03,,1
12619,1,41579,2022-11-07,,0
12620,7,42228,2023-06-16,,2
12621,16,35974,2023-03-12,,3
12622,17,37831,2023-03-30,,2
12623,8,33658,2024-01-28,,0
12624,10,1145,2023-02-10,,4
12625,3,18856,2022-10-17,,3
12626,6,335,2023-08-30,,1
12627,12,10954,2023-05-02,,5
12628,14,12709,2023-10-26,,1
12629,18,8101,2024-04-23,,4
12630,20,42693,2022-05-29,,2
12631,15,34122,2023-01-27,,4
12632,6,44773,2022-11-05,,2
12633,9,6857,2024-08-13,,1
12634,7,43202,2022-02-06,,0
12635,3,20906,2024-01-27,,3
12636,13,39195,2024-09-07,,2
12637,7,7266,2022-12-13,,1
12638,16,21935,2022-08-07,,2
12639,18,39310,2024-10-19,,3
12640,2,32975,2023-01-14,,0
12641,11,32718,2024-01-05,,4
12642,6,20355,2023-02-17,,0
12643,5,18129,2024-01-05,,2
12644,9,1433,2022-09-10,,5
12645,2,35784,2024-09-29,,2
12646,4,37827,2024-03-28,,1
12647,18,3305,2022-01-05,,0
12648,16,28411,2022-03-13,,4
12649,10,22500,2022-12-30,,5
12650,15,27630,2022-12-31,,1
12651,14,3808,2023-08-27,,1
12652,3,42346,2024-11-05,,4
12653,11,41421,2022-08-16,,2
12654,12,1750,2022-05-06,,2
12655,4,21996,2023-03-09,,0
12656,10,41337,2024-08-24,,2
12657,5,3138,2024-01-24,,1
12658,14,31603,2024-11-16,,1
12659,12,5222,2024-05-15,,1
12660,1,23347,2023-04-04,,3
12661,5,23028,2022-12-20,,2
12662,12,21915,2024-11-18,,2
12663,2,18349,2022-05-14,,4
12664,9,42505,2024-06-03,,0
12665,3,35131,2022-01-01,,2
12666,10,27550,2024-08-27,,4
12667,5,28086,2024-09-19,,0
12668,12,5225,2023-10-25,,1
12669,3,30407,2024-06-05,,0
12670,14,9963,2022-09-27,,2
12671,16,10858,2024-09-10,,3
12672,2,29151,2024-06-29,,2
12673,8,13727,2023-05-10,,0
12674,4,3951,2024-11-14,,2
12675,20,34459,2022-07-31,,2
12676,2,12794,2022-10-05,,1
12677,15,38527,2023-08-17,,5
12678,11,10792,2023-02-17,,2
12679,15,4663,2024-04-12,,5
12680,2,19840,2023-12-12,,5
12681,5,9112,2022-12-20,,3
12682,18,37997,2024-11-01,,1
12683,7,34838,2022-07-28,,3
12684,2,8244,2022-04-13,,0
12685,8,4343,2024-01-28,,3
12686,1,37580,2022-05-22,,2
12687,12,32494,2022-10-26,,2
12688,4,23881,2023-07-29,,1
12689,1,39874,2024-10-16,,1
12690,1,17308,2023-08-25,,0
12691,1,17138,2024-06-01,,3
12692,16,10211,2024-07-30,,0
12693,4,36982,2023-03-24,,4
12694,4,17061,2023-09-10,,0
12695,13,27584,2023-12-05,,5
12696,18,36564,2024-09-14,,5
12697,2,44693,2022-06-01,,4
12698,6,42802,2023-03-05,,4
12699,15,38960,2024-11-14,,1
12700,6,6396,2024-01-15,,4
12701,10,41851,2022-06-18,,0
12702,4,7800,2023-04-23,,5
12703,15,5270,2022-03-10,,5
12704,19,8917,2022-12-25,,5
12705,12,16121,2024-04-14,,1
12706,5,31265,2024-03-20,,5
12707,10,9494,2023-05-12,,0
12708,13,36419,2023-03-23,,5
12709,4,44678,2022-05-02,,1
12710,10,5314,2023-01-25,,5
12711,4,20460,2024-05-01,,4
12712,16,36541,2023-07-14,,2
12713,4,31654,2024-02-20,,2
12714,2,21397,2023-03-13,,2
12715,20,2922,2023-12-07,,4
12716,20,26748,2023-07-12,,2
12717,9,33833,2022-10-08,,2
12718,12,6897,2022-01-30,,1
12719,17,7394,2023-12-07,,5
12720,18,25418,2024-07-23,,0
12721,14,2273,2022-01-01,,1
12722,2,25587,2022-11-05,,2
12723,15,8128,2023-04-22,,4
12724,3,11647,2023-02-20,,1
12725,11,7858,2024-11-16,,4
12726,11,648,2024-08-09,,0
12727,10,22019,2022-07-07,,1
12728,14,1267,2023-10-16,,2
12729,8,35111,2022-04-20,,2
12730,20,34933,2024-09-11,,0
12731,1,25853,2023-08-11,,3
12732,10,36248,2024-02-01,,4
12733,14,1027,2023-11-04,,1
12734,18,39504,2022-08-07,,3
12735,1,17348,2022-08-20,,1
12736,7,25690,2024-10-14,,2
12737,5,3637,2022-05-19,,0
12738,8,36775,2023-04-08,,4
12739,17,28300,2023-10-31,,3
12740,20,22824,2023-05-09,,3
12741,3,25957,2022-01-03,,5
12742,7,26118,2022-04-15,,0
12743,19,12742,2023-06-02,,0
12744,17,41090,2023-07-08,,4
12745,16,18427,2022-05-07,,4
12746,19,15044,2023-12-11,,4
12747,19,32607,2022-11-10,,0
12748,17,13010,2023-09-16,,5
12749,1,31670,2024-09-22,,4
12750,7,23592,2022-11-24,,1
12751,16,1335,2023-02-18,,1
12752,16,32780,2023-07-05,,2
12753,3,18180,2023-06-10,,0
12754,11,42109,2022-02-05,,3
12755,9,10042,2022-04-04,,3
12756,8,2199,2023-02-27,,5
12757,7,28097,2022-01-08,,0
12758,5,32936,2023-02-10,,5
12759,1,3614,2023-07-12,,2
12760,9,41385,2023-07-17,,0
12761,11,13221,2022-11-21,,2
12762,6,7204,2022-11-14,,2
12763,11,11861,2023-03-14,,4
12764,4,11820,2024-06-14,,1
12765,6,16010,2024-08-22,,3
12766,13,5704,2024-05-20,,5
12767,14,38560,2022-04-03,,0
12768,7,30450,2022-01-27,,0
12769,7,37747,2023-12-26,,4
12770,19,18677,2023-10-27,,2
12771,19,4442,2024-03-14,,0
12772,12,27180,2023-10-24,,1
12773,18,36333,2023-03-04,,4
12774,17,18503,2022-07-17,,1
12775,17,23389,2024-01-24,,0
12776,11,19831,2023-08-01,,4
12777,5,13080,2023-08-22,,0
12778,15,6840,2023-09-27,,3
12779,15,13078,2023-03-28,,0
12780,1,3889,2022-07-15,,0
12781,5,43887,2024-12-03,,3
12782,13,10807,2022-10-04,,0
12783,7,8049,2022-05-10,,4
12784,4,5122,2023-02-24,,4
12785,7,21525,2022-02-20,,3
12786,10,8063,2023-07-30,,3
12787,5,42464,2023-03-22,,2
12788,13,29174,2022-12-04,,1
12789,13,40781,2023-06-24,,1
12790,5,36705,2023-02-08,,5
12791,12,2475,2023-04-02,,3
12792,5,29886,2023-07-16,,5
12793,17,18753,2023-08-10,,4
12794,10,14664,2022-08-22,,3
12795,17,21880,2022-03-14,,2
12796,14,18892,2024-12-15,,3
12797,7,23574,2024-09-30,,4
12798,12,24989,2024-03-26,,1
12799,8,24282,2022-12-13,,3
12800,10,17743,2023-03-26,,1
12801,16,35129,2024-02-29,,3
12802,10,10117,2023-06-21,,4
12803,6,26319,2022-11-20,,2
12804,12,29938,2023-11-30,,3
12805,19,22211,2023-12-02,,0
12806,18,33144,2024-06-27,,3
12807,12,29685,2022-09-09,,4
12808,18,17995,2022-05-14,,0
12809,13,20811,2022-01-08,,5
12810,15,30260,2023-11-11,,1
12811,8,10941,2022-01-14,,4
12812,12,11200,2024-04-13,,1
12813,13,35031,2024-07-06,,1
12814,12,36230,2024-08-17,,4
12815,8,39091,2024-11-01,,4
12816,11,8206,2023-03-03,,1
12817,1,13881,2024-09-10,,2
12818,18,10671,2022-12-07,,4
12819,11,20493,2023-07-25,,1
12820,4,24742,2024-02-02,,0
12821,9,19708,2022-10-07,,0
12822,9,20976,2022-12-20,,4
12823,4,43818,2023-08-16,,4
12824,10,25154,2024-04-09,,1
12825,4,15961,2022-12-09,,2
12826,12,20127,2024-08-31,,5
12827,20,8885,2022-03-11,,0
12828,13,10326,2022-09-18,,1
12829,7,17398,2023-03-12,,1
12830,9,16473,2024-01-16,,5
12831,1,35234,2022-09-28,,0
12832,12,3354,2023-10-12,,3
12833,10,21876,2024-04-07,,2
12834,13,9789,2024-09-21,,0
12835,14,2372,2023-08-28,,4
12836,13,22226,2023-07-18,,4
12837,18,26812,2022-06-28,,1
12838,14,28288,2022-07-23,,2
12839,7,4664,2023-04-13,,0
12840,1,23265,2024-11-11,,2
12841,4,44934,2023-05-06,,4
12842,8,25621,2022-05-12,,0
12843,6,9525,2022-08-04,,4
12844,18,7297,2024-10-17,,4
12845,8,27141,2023-05-20,,4
12846,16,29116,2024-08-18,,1
12847,16,39389,2024-01-12,,1
