MADG,MATK,DIEMDG,THAIDONV,MUCDOHAILONG,BINHLUAN
65109,429,2,10,1,Dịch vụ tốt
65110,27763,9,2,4,Dịch vụ tốt
65111,26777,3,1,4,Dịch vụ tốt
65112,22526,10,5,6,Dịch vụ tốt
65113,4239,7,5,1,Dịch vụ tốt
65114,28325,6,4,5,Dịch vụ tốt
65115,5886,8,9,6,Dịch vụ tốt
65116,4249,1,9,2,Dịch vụ tốt
65117,6120,10,1,3,Dịch vụ tốt
65118,21856,7,6,8,Dịch vụ tốt
65119,18602,7,2,7,Dịch vụ tốt
65120,19920,7,9,9,Dịch vụ tốt
65121,19887,3,5,2,Dịch vụ tốt
65122,19371,7,2,2,Dịch vụ tốt
65123,9777,5,9,6,Dịch vụ tốt
65124,21275,8,10,5,Dịch vụ tốt
65125,2664,4,2,1,Dịch vụ tốt
65126,3289,9,8,4,Dịch vụ tốt
65127,12110,5,3,6,Dịch vụ tốt
65128,9222,2,6,1,Dịch vụ tốt
65129,5695,3,3,10,Dịch vụ tốt
65130,19917,6,6,8,Dịch vụ tốt
65131,8541,3,8,10,Dịch vụ tốt
65132,24119,7,6,5,Dịch vụ tốt
65133,17980,5,8,10,Dịch vụ tốt
65134,1007,5,5,10,Dịch vụ tốt
65135,4865,3,3,1,Dịch vụ tốt
65136,1258,9,9,5,Dịch vụ tốt
65137,14782,5,9,10,Dịch vụ tốt
65138,7430,3,9,5,Dịch vụ tốt
65139,20367,6,3,9,Dịch vụ tốt
65140,24500,9,4,3,Dịch vụ tốt
65141,29333,3,1,9,Dịch vụ tốt
65142,28617,1,2,8,Dịch vụ tốt
65143,27878,7,9,3,Dịch vụ tốt
65144,3579,4,3,10,Dịch vụ tốt
65145,6625,6,3,3,Dịch vụ tốt
65146,16623,8,7,1,Dịch vụ tốt
65147,2525,6,3,9,Dịch vụ tốt
65148,10528,8,5,9,Dịch vụ tốt
65149,2223,9,7,8,Dịch vụ tốt
65150,145,10,8,6,Dịch vụ tốt
65151,11892,9,4,3,Dịch vụ tốt
65152,26929,4,1,8,Dịch vụ tốt
65153,14357,4,6,4,Dịch vụ tốt
65154,24798,10,1,5,Dịch vụ tốt
65155,18949,1,7,10,Dịch vụ tốt
65156,10718,8,3,3,Dịch vụ tốt
65157,29999,5,5,8,Dịch vụ tốt
65158,21040,8,7,9,Dịch vụ tốt
65159,16838,10,10,3,Dịch vụ tốt
65160,7879,4,3,7,Dịch vụ tốt
65161,14924,2,3,5,Dịch vụ tốt
65162,13258,6,5,7,Dịch vụ tốt
65163,25404,9,3,9,Dịch vụ tốt
65164,12983,9,10,5,Dịch vụ tốt
65165,9010,2,5,6,Dịch vụ tốt
65166,18857,8,3,2,Dịch vụ tốt
65167,21040,6,6,9,Dịch vụ tốt
65168,2527,10,4,7,Dịch vụ tốt
65169,19347,4,9,7,Dịch vụ tốt
65170,4639,6,9,2,Dịch vụ tốt
65171,18486,4,10,10,Dịch vụ tốt
65172,22574,3,9,10,Dịch vụ tốt
65173,11716,6,2,8,Dịch vụ tốt
65174,22514,8,10,4,Dịch vụ tốt
65175,20499,5,1,5,Dịch vụ tốt
65176,29930,6,2,1,Dịch vụ tốt
65177,21187,10,3,4,Dịch vụ tốt
65178,5602,7,10,9,Dịch vụ tốt
65179,17477,9,1,9,Dịch vụ tốt
65180,9935,8,9,7,Dịch vụ tốt
65181,5123,6,9,1,Dịch vụ tốt
65182,1010,1,2,5,Dịch vụ tốt
65183,8871,4,7,10,Dịch vụ tốt
65184,8552,1,10,9,Dịch vụ tốt
65185,4380,1,3,10,Dịch vụ tốt
65186,14284,1,9,6,Dịch vụ tốt
65187,18825,3,3,4,Dịch vụ tốt
65188,24168,2,5,9,Dịch vụ tốt
65189,4931,5,10,3,Dịch vụ tốt
65190,29809,2,4,2,Dịch vụ tốt
65191,27810,1,3,3,Dịch vụ tốt
65192,15794,2,2,1,Dịch vụ tốt
65193,28353,2,5,3,Dịch vụ tốt
65194,985,2,10,10,Dịch vụ tốt
65195,4093,5,6,1,Dịch vụ tốt
65196,18372,10,8,2,Dịch vụ tốt
65197,689,5,6,4,Dịch vụ tốt
65198,20163,6,10,4,Dịch vụ tốt
65199,13344,3,2,1,Dịch vụ tốt
65200,12690,2,5,5,Dịch vụ tốt
65201,11702,10,9,1,Dịch vụ tốt
65202,15825,6,10,8,Dịch vụ tốt
65203,16133,4,4,10,Dịch vụ tốt
65204,9382,3,4,7,Dịch vụ tốt
65205,21545,7,7,3,Dịch vụ tốt
65206,29090,10,3,6,Dịch vụ tốt
65207,12378,2,2,2,Dịch vụ tốt
65208,12017,10,8,3,Dịch vụ tốt
65209,22854,7,9,10,Dịch vụ tốt
65210,11440,8,6,5,Dịch vụ tốt
65211,4563,4,5,1,Dịch vụ tốt
65212,28243,1,3,4,Dịch vụ tốt
65213,25045,2,6,5,Dịch vụ tốt
65214,18206,9,5,8,Dịch vụ tốt
65215,7856,1,4,10,Dịch vụ tốt
65216,14352,10,4,10,Dịch vụ tốt
65217,27920,6,1,9,Dịch vụ tốt
65218,16512,2,4,5,Dịch vụ tốt
65219,194,5,1,7,Dịch vụ tốt
65220,27242,10,7,10,Dịch vụ tốt
65221,18122,8,7,2,Dịch vụ tốt
65222,10702,5,10,6,Dịch vụ tốt
65223,18315,6,1,3,Dịch vụ tốt
65224,14546,10,3,5,Dịch vụ tốt
65225,29917,1,5,1,Dịch vụ tốt
65226,23508,3,4,3,Dịch vụ tốt
65227,18031,7,8,8,Dịch vụ tốt
65228,27822,8,2,6,Dịch vụ tốt
65229,28735,10,6,5,Dịch vụ tốt
65230,15008,7,10,4,Dịch vụ tốt
65231,24658,7,7,3,Dịch vụ tốt
65232,24009,10,3,3,Dịch vụ tốt
65233,12233,9,7,1,Dịch vụ tốt
65234,15069,6,6,9,Dịch vụ tốt
65235,7001,3,1,3,Dịch vụ tốt
65236,23315,9,4,7,Dịch vụ tốt
65237,18426,9,2,8,Dịch vụ tốt
65238,4087,1,1,3,Dịch vụ tốt
65239,21608,7,5,3,Dịch vụ tốt
65240,23747,8,1,9,Dịch vụ tốt
65241,5759,5,1,3,Dịch vụ tốt
65242,26145,10,4,8,Dịch vụ tốt
65243,19285,5,7,5,Dịch vụ tốt
65244,18576,7,10,6,Dịch vụ tốt
65245,15446,9,9,5,Dịch vụ tốt
65246,643,7,2,7,Dịch vụ tốt
65247,10344,1,8,7,Dịch vụ tốt
65248,18467,8,6,10,Dịch vụ tốt
65249,11973,8,4,2,Dịch vụ tốt
65250,26542,6,8,4,Dịch vụ tốt
65251,21315,3,7,7,Dịch vụ tốt
65252,10363,2,1,9,Dịch vụ tốt
65253,17816,7,5,5,Dịch vụ tốt
65254,12176,8,5,4,Dịch vụ tốt
65255,24889,5,1,6,Dịch vụ tốt
65256,24768,8,6,4,Dịch vụ tốt
65257,17003,7,2,8,Dịch vụ tốt
65258,9570,1,10,5,Dịch vụ tốt
65259,19280,2,4,6,Dịch vụ tốt
65260,29906,2,6,10,Dịch vụ tốt
65261,13054,8,4,2,Dịch vụ tốt
65262,25812,4,8,9,Dịch vụ tốt
65263,27009,1,9,2,Dịch vụ tốt
65264,28870,4,4,6,Dịch vụ tốt
65265,2049,4,1,6,Dịch vụ tốt
65266,10606,4,2,3,Dịch vụ tốt
65267,18332,7,4,2,Dịch vụ tốt
65268,11965,10,7,10,Dịch vụ tốt
65269,29261,3,9,4,Dịch vụ tốt
65270,25443,7,1,9,Dịch vụ tốt
65271,29000,5,10,7,Dịch vụ tốt
65272,5606,4,4,6,Dịch vụ tốt
65273,23517,7,6,6,Dịch vụ tốt
65274,6729,5,9,9,Dịch vụ tốt
65275,25973,8,3,1,Dịch vụ tốt
65276,23108,6,6,8,Dịch vụ tốt
65277,2407,8,1,5,Dịch vụ tốt
65278,2576,7,6,6,Dịch vụ tốt
65279,16914,4,2,9,Dịch vụ tốt
65280,19028,5,10,2,Dịch vụ tốt
65281,7655,7,8,6,Dịch vụ tốt
65282,25571,10,6,8,Dịch vụ tốt
65283,20864,8,5,6,Dịch vụ tốt
65284,27358,3,9,8,Dịch vụ tốt
65285,26113,7,4,1,Dịch vụ tốt
65286,5070,10,5,3,Dịch vụ tốt
65287,17521,5,9,7,Dịch vụ tốt
65288,15675,10,2,10,Dịch vụ tốt
65289,3937,6,2,8,Dịch vụ tốt
65290,26168,4,1,1,Dịch vụ tốt
65291,29489,10,1,7,Dịch vụ tốt
65292,3253,7,2,2,Dịch vụ tốt
65293,23148,3,10,4,Dịch vụ tốt
65294,2891,10,4,3,Dịch vụ tốt
65295,28221,2,8,1,Dịch vụ tốt
65296,20758,9,10,3,Dịch vụ tốt
65297,4670,2,5,2,Dịch vụ tốt
65298,5863,5,8,7,Dịch vụ tốt
65299,9898,3,6,9,Dịch vụ tốt
65300,14937,9,1,10,Dịch vụ tốt
65301,23586,1,6,5,Dịch vụ tốt
65302,5234,3,7,1,Dịch vụ tốt
65303,23592,8,10,1,Dịch vụ tốt
65304,21826,9,2,7,Dịch vụ tốt
65305,2949,9,1,1,Dịch vụ tốt
65306,22252,5,2,8,Dịch vụ tốt
65307,14337,4,7,7,Dịch vụ tốt
65308,9679,1,3,5,Dịch vụ tốt
65309,24566,9,2,1,Dịch vụ tốt
65310,12141,9,10,8,Dịch vụ tốt
65311,9485,3,5,10,Dịch vụ tốt
65312,6883,8,9,5,Dịch vụ tốt
65313,14870,1,8,6,Dịch vụ tốt
65314,3818,6,3,1,Dịch vụ tốt
65315,29761,1,9,4,Dịch vụ tốt
65316,20527,2,6,10,Dịch vụ tốt
65317,21627,2,6,7,Dịch vụ tốt
65318,9467,4,9,3,Dịch vụ tốt
65319,22260,6,10,5,Dịch vụ tốt
65320,4033,8,9,4,Dịch vụ tốt
65321,16435,10,1,3,Dịch vụ tốt
65322,21636,1,10,9,Dịch vụ tốt
65323,5897,9,4,5,Dịch vụ tốt
65324,29329,3,5,5,Dịch vụ tốt
65325,18145,5,2,9,Dịch vụ tốt
65326,70,9,2,3,Dịch vụ tốt
65327,24869,9,1,8,Dịch vụ tốt
65328,6274,2,7,5,Dịch vụ tốt
65329,19317,6,3,10,Dịch vụ tốt
65330,5672,1,6,7,Dịch vụ tốt
65331,23919,1,2,3,Dịch vụ tốt
65332,25882,1,1,9,Dịch vụ tốt
65333,18210,2,5,8,Dịch vụ tốt
65334,4696,10,3,8,Dịch vụ tốt
65335,18576,4,4,2,Dịch vụ tốt
65336,16560,7,4,7,Dịch vụ tốt
65337,190,8,5,2,Dịch vụ tốt
65338,28139,6,3,10,Dịch vụ tốt
65339,8366,10,9,5,Dịch vụ tốt
65340,10620,2,1,9,Dịch vụ tốt
65341,21775,5,5,8,Dịch vụ tốt
65342,7033,5,8,7,Dịch vụ tốt
65343,22461,6,10,4,Dịch vụ tốt
65344,24630,6,8,9,Dịch vụ tốt
65345,8538,7,3,6,Dịch vụ tốt
65346,18837,7,7,2,Dịch vụ tốt
65347,1416,5,6,2,Dịch vụ tốt
65348,18200,6,3,5,Dịch vụ tốt
65349,2795,9,9,3,Dịch vụ tốt
65350,12169,3,6,9,Dịch vụ tốt
65351,14160,3,6,9,Dịch vụ tốt
65352,24350,6,7,5,Dịch vụ tốt
65353,5804,7,3,5,Dịch vụ tốt
65354,3729,5,5,1,Dịch vụ tốt
65355,12813,6,4,3,Dịch vụ tốt
65356,20930,3,6,7,Dịch vụ tốt
65357,8219,2,8,3,Dịch vụ tốt
65358,10617,2,4,4,Dịch vụ tốt
65359,7688,3,6,4,Dịch vụ tốt
65360,7677,10,6,9,Dịch vụ tốt
65361,1357,4,5,8,Dịch vụ tốt
65362,8056,6,7,4,Dịch vụ tốt
65363,4076,6,6,6,Dịch vụ tốt
65364,24331,10,7,4,Dịch vụ tốt
65365,18028,6,1,1,Dịch vụ tốt
65366,15110,2,5,1,Dịch vụ tốt
65367,2480,6,7,7,Dịch vụ tốt
65368,23513,7,5,3,Dịch vụ tốt
65369,10010,6,1,5,Dịch vụ tốt
65370,13643,6,3,1,Dịch vụ tốt
65371,22875,8,10,3,Dịch vụ tốt
65372,16742,4,5,8,Dịch vụ tốt
65373,28900,2,9,1,Dịch vụ tốt
65374,974,4,5,9,Dịch vụ tốt
65375,1893,6,8,9,Dịch vụ tốt
65376,20774,4,5,7,Dịch vụ tốt
65377,21380,4,4,10,Dịch vụ tốt
65378,608,7,9,8,Dịch vụ tốt
65379,4469,4,3,2,Dịch vụ tốt
65380,10255,1,2,6,Dịch vụ tốt
65381,24268,9,7,10,Dịch vụ tốt
65382,23476,5,4,5,Dịch vụ tốt
65383,24145,10,8,3,Dịch vụ tốt
65384,27056,7,8,9,Dịch vụ tốt
65385,24025,4,6,3,Dịch vụ tốt
65386,21365,5,2,1,Dịch vụ tốt
65387,2163,4,2,3,Dịch vụ tốt
65388,20418,8,4,2,Dịch vụ tốt
65389,12548,8,8,10,Dịch vụ tốt
65390,378,3,2,6,Dịch vụ tốt
65391,4395,7,6,3,Dịch vụ tốt
65392,17809,4,5,7,Dịch vụ tốt
65393,22168,4,7,1,Dịch vụ tốt
65394,4715,8,10,1,Dịch vụ tốt
65395,1362,10,2,8,Dịch vụ tốt
65396,10484,1,7,9,Dịch vụ tốt
65397,6148,4,1,6,Dịch vụ tốt
65398,22657,5,8,9,Dịch vụ tốt
65399,9693,2,1,7,Dịch vụ tốt
65400,9876,2,10,5,Dịch vụ tốt
65401,26109,5,9,2,Dịch vụ tốt
65402,14460,7,5,9,Dịch vụ tốt
65403,12805,1,6,6,Dịch vụ tốt
65404,25076,2,7,3,Dịch vụ tốt
65405,17363,8,7,3,Dịch vụ tốt
65406,24235,9,8,9,Dịch vụ tốt
65407,18561,10,1,5,Dịch vụ tốt
65408,19010,9,4,4,Dịch vụ tốt
65409,13953,1,4,9,Dịch vụ tốt
65410,11099,9,6,7,Dịch vụ tốt
65411,5549,3,2,3,Dịch vụ tốt
65412,15176,6,4,6,Dịch vụ tốt
65413,430,8,1,5,Dịch vụ tốt
65414,14227,5,10,7,Dịch vụ tốt
65415,11276,5,9,6,Dịch vụ tốt
65416,15109,3,3,1,Dịch vụ tốt
65417,1897,5,9,2,Dịch vụ tốt
65418,13998,6,1,6,Dịch vụ tốt
65419,22348,5,8,3,Dịch vụ tốt
65420,4722,7,1,6,Dịch vụ tốt
65421,21348,10,8,10,Dịch vụ tốt
65422,5871,2,9,3,Dịch vụ tốt
65423,28035,2,8,8,Dịch vụ tốt
65424,4657,2,9,7,Dịch vụ tốt
65425,28977,4,8,4,Dịch vụ tốt
65426,4111,6,5,8,Dịch vụ tốt
65427,11733,4,8,10,Dịch vụ tốt
65428,23858,2,8,5,Dịch vụ tốt
65429,28966,6,5,8,Dịch vụ tốt
65430,29078,8,9,9,Dịch vụ tốt
65431,590,2,2,2,Dịch vụ tốt
65432,29270,2,2,7,Dịch vụ tốt
65433,5146,9,5,5,Dịch vụ tốt
65434,27594,4,1,1,Dịch vụ tốt
65435,7118,8,1,6,Dịch vụ tốt
65436,10732,1,2,2,Dịch vụ tốt
65437,24040,5,9,8,Dịch vụ tốt
65438,18691,10,5,8,Dịch vụ tốt
65439,11520,6,10,1,Dịch vụ tốt
65440,12347,6,10,7,Dịch vụ tốt
65441,25959,6,6,6,Dịch vụ tốt
65442,10208,2,6,9,Dịch vụ tốt
65443,13832,4,7,10,Dịch vụ tốt
65444,22405,3,8,4,Dịch vụ tốt
65445,21292,1,10,5,Dịch vụ tốt
65446,1796,7,3,10,Dịch vụ tốt
65447,9543,9,3,7,Dịch vụ tốt
65448,20939,10,9,9,Dịch vụ tốt
65449,25448,5,10,3,Dịch vụ tốt
65450,28209,7,4,6,Dịch vụ tốt
65451,12033,9,3,7,Dịch vụ tốt
65452,15447,6,10,8,Dịch vụ tốt
65453,16885,10,3,9,Dịch vụ tốt
65454,23983,2,4,8,Dịch vụ tốt
65455,23298,5,2,2,Dịch vụ tốt
65456,11296,2,7,10,Dịch vụ tốt
65457,4077,5,3,9,Dịch vụ tốt
65458,26814,7,6,8,Dịch vụ tốt
65459,18900,1,1,8,Dịch vụ tốt
65460,8420,9,2,8,Dịch vụ tốt
65461,16739,1,3,1,Dịch vụ tốt
65462,15054,5,5,3,Dịch vụ tốt
65463,416,8,10,6,Dịch vụ tốt
65464,25119,7,2,3,Dịch vụ tốt
65465,4572,10,4,5,Dịch vụ tốt
65466,13830,10,8,2,Dịch vụ tốt
65467,29248,1,4,2,Dịch vụ tốt
65468,14940,10,2,8,Dịch vụ tốt
65469,23357,8,1,2,Dịch vụ tốt
65470,19428,4,7,5,Dịch vụ tốt
65471,4707,9,10,9,Dịch vụ tốt
65472,20992,3,9,7,Dịch vụ tốt
65473,22616,4,6,3,Dịch vụ tốt
65474,3843,6,4,3,Dịch vụ tốt
65475,16203,9,5,6,Dịch vụ tốt
65476,16066,4,9,5,Dịch vụ tốt
65477,28912,3,7,3,Dịch vụ tốt
65478,3739,3,1,4,Dịch vụ tốt
65479,24375,2,7,8,Dịch vụ tốt
65480,26226,7,9,4,Dịch vụ tốt
65481,15537,10,4,1,Dịch vụ tốt
65482,14852,6,7,9,Dịch vụ tốt
65483,26437,2,7,5,Dịch vụ tốt
65484,4520,1,4,8,Dịch vụ tốt
65485,21112,2,2,10,Dịch vụ tốt
65486,5307,10,3,9,Dịch vụ tốt
65487,12639,5,10,9,Dịch vụ tốt
65488,29478,3,7,5,Dịch vụ tốt
65489,16065,5,2,2,Dịch vụ tốt
65490,28228,9,6,5,Dịch vụ tốt
65491,3291,10,2,1,Dịch vụ tốt
65492,25290,8,10,5,Dịch vụ tốt
65493,3133,7,7,10,Dịch vụ tốt
65494,16626,7,9,6,Dịch vụ tốt
65495,5420,10,3,6,Dịch vụ tốt
65496,24567,1,7,5,Dịch vụ tốt
65497,15418,9,8,9,Dịch vụ tốt
65498,22472,10,5,8,Dịch vụ tốt
65499,291,6,5,4,Dịch vụ tốt
65500,28923,6,3,2,Dịch vụ tốt
65501,27571,8,6,2,Dịch vụ tốt
65502,24226,8,3,4,Dịch vụ tốt
65503,15747,4,10,2,Dịch vụ tốt
65504,12035,5,8,4,Dịch vụ tốt
65505,22485,1,6,1,Dịch vụ tốt
65506,29633,10,10,1,Dịch vụ tốt
65507,6095,7,5,10,Dịch vụ tốt
65508,12122,3,3,5,Dịch vụ tốt
65509,29368,8,4,7,Dịch vụ tốt
65510,23491,9,7,10,Dịch vụ tốt
65511,138,6,10,5,Dịch vụ tốt
65512,11520,6,5,8,Dịch vụ tốt
65513,9257,2,6,10,Dịch vụ tốt
65514,2927,9,6,7,Dịch vụ tốt
65515,3005,4,9,10,Dịch vụ tốt
65516,19324,10,10,9,Dịch vụ tốt
65517,17829,2,2,5,Dịch vụ tốt
65518,29071,2,7,9,Dịch vụ tốt
65519,26645,5,8,5,Dịch vụ tốt
65520,29949,6,5,3,Dịch vụ tốt
65521,20216,3,3,2,Dịch vụ tốt
65522,9933,5,1,6,Dịch vụ tốt
65523,25980,4,4,4,Dịch vụ tốt
65524,15431,4,7,4,Dịch vụ tốt
65525,27722,4,2,4,Dịch vụ tốt
65526,2057,4,9,8,Dịch vụ tốt
65527,24768,9,3,9,Dịch vụ tốt
65528,5389,6,5,7,Dịch vụ tốt
65529,28630,10,8,1,Dịch vụ tốt
65530,13794,1,8,2,Dịch vụ tốt
65531,6309,5,7,5,Dịch vụ tốt
65532,11662,10,1,7,Dịch vụ tốt
65533,10505,3,2,6,Dịch vụ tốt
65534,1176,5,3,9,Dịch vụ tốt
65535,19874,6,10,6,Dịch vụ tốt
65536,28748,10,10,6,Dịch vụ tốt
65537,21171,2,4,4,Dịch vụ tốt
65538,5027,5,7,10,Dịch vụ tốt
65539,4197,9,6,7,Dịch vụ tốt
65540,1928,10,1,1,Dịch vụ tốt
65541,3071,8,3,9,Dịch vụ tốt
65542,9764,6,2,5,Dịch vụ tốt
65543,27741,9,9,10,Dịch vụ tốt
65544,17985,1,8,7,Dịch vụ tốt
65545,18570,4,4,2,Dịch vụ tốt
65546,15709,4,1,8,Dịch vụ tốt
65547,4196,7,4,6,Dịch vụ tốt
65548,9710,8,4,4,Dịch vụ tốt
65549,1653,6,7,5,Dịch vụ tốt
65550,26789,5,2,5,Dịch vụ tốt
65551,3399,2,7,3,Dịch vụ tốt
65552,22693,10,2,2,Dịch vụ tốt
65553,21249,3,2,2,Dịch vụ tốt
65554,803,6,9,5,Dịch vụ tốt
65555,8771,10,2,10,Dịch vụ tốt
65556,29920,8,5,3,Dịch vụ tốt
65557,20705,10,3,9,Dịch vụ tốt
65558,17334,8,2,7,Dịch vụ tốt
65559,1980,10,6,2,Dịch vụ tốt
65560,5037,7,2,4,Dịch vụ tốt
65561,18470,5,2,8,Dịch vụ tốt
65562,20417,3,4,3,Dịch vụ tốt
65563,1296,1,9,8,Dịch vụ tốt
65564,25601,1,6,5,Dịch vụ tốt
65565,5852,1,8,3,Dịch vụ tốt
65566,18672,3,5,4,Dịch vụ tốt
65567,13998,10,4,3,Dịch vụ tốt
65568,1323,2,8,7,Dịch vụ tốt
65569,26394,8,3,2,Dịch vụ tốt
65570,24730,8,10,2,Dịch vụ tốt
65571,18065,9,9,6,Dịch vụ tốt
65572,20067,1,2,6,Dịch vụ tốt
65573,1647,10,10,8,Dịch vụ tốt
65574,6999,1,2,4,Dịch vụ tốt
65575,14504,10,2,3,Dịch vụ tốt
65576,26668,10,4,4,Dịch vụ tốt
65577,2040,7,9,9,Dịch vụ tốt
65578,26699,5,1,5,Dịch vụ tốt
65579,29089,8,1,5,Dịch vụ tốt
65580,10668,6,4,9,Dịch vụ tốt
65581,1712,3,9,8,Dịch vụ tốt
65582,20372,3,1,9,Dịch vụ tốt
65583,858,1,2,3,Dịch vụ tốt
65584,4607,8,9,9,Dịch vụ tốt
65585,24130,9,6,9,Dịch vụ tốt
65586,8553,4,4,2,Dịch vụ tốt
65587,29542,1,3,10,Dịch vụ tốt
65588,14351,6,7,8,Dịch vụ tốt
65589,25567,5,1,10,Dịch vụ tốt
65590,16778,8,2,10,Dịch vụ tốt
65591,17234,3,6,4,Dịch vụ tốt
65592,15189,6,3,10,Dịch vụ tốt
65593,17178,10,9,1,Dịch vụ tốt
65594,18451,4,3,2,Dịch vụ tốt
65595,5817,8,7,1,Dịch vụ tốt
65596,12505,1,10,4,Dịch vụ tốt
65597,2902,7,3,4,Dịch vụ tốt
65598,9808,4,1,6,Dịch vụ tốt
65599,4212,8,8,5,Dịch vụ tốt
65600,23794,3,10,4,Dịch vụ tốt
65601,2529,7,5,7,Dịch vụ tốt
65602,23691,1,3,3,Dịch vụ tốt
65603,17419,1,9,6,Dịch vụ tốt
65604,19313,7,8,4,Dịch vụ tốt
65605,1709,8,8,5,Dịch vụ tốt
65606,16986,2,2,6,Dịch vụ tốt
65607,10180,3,7,7,Dịch vụ tốt
65608,481,10,6,9,Dịch vụ tốt
65609,2343,2,1,7,Dịch vụ tốt
65610,19679,1,2,8,Dịch vụ tốt
65611,2662,9,9,9,Dịch vụ tốt
65612,16454,3,10,7,Dịch vụ tốt
65613,28410,7,6,9,Dịch vụ tốt
65614,29860,2,7,3,Dịch vụ tốt
65615,27416,6,7,4,Dịch vụ tốt
65616,13815,9,9,7,Dịch vụ tốt
65617,11971,10,10,7,Dịch vụ tốt
65618,9083,2,3,6,Dịch vụ tốt
65619,14033,10,1,3,Dịch vụ tốt
65620,21104,6,9,8,Dịch vụ tốt
65621,10656,5,8,4,Dịch vụ tốt
65622,26725,9,3,10,Dịch vụ tốt
65623,24605,1,8,6,Dịch vụ tốt
65624,10452,5,1,2,Dịch vụ tốt
65625,10025,7,10,10,Dịch vụ tốt
65626,1805,7,8,2,Dịch vụ tốt
65627,24058,4,5,8,Dịch vụ tốt
65628,24323,1,8,10,Dịch vụ tốt
65629,4698,5,4,10,Dịch vụ tốt
65630,17865,5,8,9,Dịch vụ tốt
65631,16624,5,5,2,Dịch vụ tốt
65632,5231,3,8,10,Dịch vụ tốt
65633,15874,1,7,1,Dịch vụ tốt
65634,20501,8,10,1,Dịch vụ tốt
65635,27520,9,8,9,Dịch vụ tốt
65636,1132,3,4,5,Dịch vụ tốt
65637,26733,9,8,5,Dịch vụ tốt
65638,28236,10,3,6,Dịch vụ tốt
65639,15303,8,2,3,Dịch vụ tốt
65640,22503,2,5,7,Dịch vụ tốt
65641,6363,9,6,10,Dịch vụ tốt
65642,5544,7,9,2,Dịch vụ tốt
65643,29321,8,10,7,Dịch vụ tốt
65644,29295,2,2,4,Dịch vụ tốt
65645,17099,1,7,6,Dịch vụ tốt
65646,3156,3,2,7,Dịch vụ tốt
65647,24894,1,5,2,Dịch vụ tốt
65648,5433,7,2,8,Dịch vụ tốt
65649,5955,1,2,3,Dịch vụ tốt
65650,16439,4,4,4,Dịch vụ tốt
65651,26821,7,4,8,Dịch vụ tốt
65652,8953,8,8,4,Dịch vụ tốt
65653,28078,8,2,5,Dịch vụ tốt
65654,15885,1,3,9,Dịch vụ tốt
65655,7568,8,10,6,Dịch vụ tốt
65656,29212,10,8,5,Dịch vụ tốt
65657,18558,1,8,5,Dịch vụ tốt
65658,20339,3,6,1,Dịch vụ tốt
65659,22836,7,5,4,Dịch vụ tốt
65660,20243,8,8,4,Dịch vụ tốt
65661,471,4,6,1,Dịch vụ tốt
65662,21004,5,8,7,Dịch vụ tốt
65663,10056,4,8,3,Dịch vụ tốt
65664,3252,6,4,8,Dịch vụ tốt
65665,7716,1,8,9,Dịch vụ tốt
65666,8383,4,1,6,Dịch vụ tốt
65667,1493,6,3,4,Dịch vụ tốt
65668,10088,4,1,4,Dịch vụ tốt
65669,29101,1,10,5,Dịch vụ tốt
65670,2596,7,5,6,Dịch vụ tốt
65671,17594,2,9,6,Dịch vụ tốt
65672,3169,10,10,3,Dịch vụ tốt
65673,425,8,9,5,Dịch vụ tốt
65674,22647,3,6,1,Dịch vụ tốt
65675,10198,5,8,10,Dịch vụ tốt
65676,13246,6,1,8,Dịch vụ tốt
65677,23722,7,6,8,Dịch vụ tốt
65678,3889,5,4,5,Dịch vụ tốt
65679,27863,2,5,5,Dịch vụ tốt
65680,24293,4,1,10,Dịch vụ tốt
65681,9575,2,4,4,Dịch vụ tốt
65682,9959,10,2,1,Dịch vụ tốt
65683,11719,5,4,1,Dịch vụ tốt
65684,15596,3,8,4,Dịch vụ tốt
65685,19416,10,2,1,Dịch vụ tốt
65686,9133,6,3,9,Dịch vụ tốt
65687,6125,10,5,2,Dịch vụ tốt
65688,21967,10,8,9,Dịch vụ tốt
65689,21456,3,5,2,Dịch vụ tốt
65690,107,3,4,4,Dịch vụ tốt
65691,10136,2,5,9,Dịch vụ tốt
65692,12785,9,7,3,Dịch vụ tốt
65693,16739,6,1,1,Dịch vụ tốt
65694,26953,10,1,4,Dịch vụ tốt
65695,21971,1,4,9,Dịch vụ tốt
65696,12266,2,3,9,Dịch vụ tốt
65697,8882,3,10,4,Dịch vụ tốt
65698,21657,2,9,7,Dịch vụ tốt
65699,13932,1,10,7,Dịch vụ tốt
65700,4492,7,10,3,Dịch vụ tốt
65701,3356,8,4,8,Dịch vụ tốt
65702,6028,1,3,3,Dịch vụ tốt
65703,9972,5,7,9,Dịch vụ tốt
65704,8394,4,4,4,Dịch vụ tốt
65705,7134,5,7,2,Dịch vụ tốt
65706,7935,9,4,7,Dịch vụ tốt
65707,8966,6,8,2,Dịch vụ tốt
65708,13692,7,7,9,Dịch vụ tốt
65709,4577,8,9,9,Dịch vụ tốt
65710,10915,9,3,4,Dịch vụ tốt
65711,5653,9,1,1,Dịch vụ tốt
65712,26450,7,3,7,Dịch vụ tốt
65713,9480,10,3,7,Dịch vụ tốt
65714,4033,1,7,6,Dịch vụ tốt
65715,15281,7,6,1,Dịch vụ tốt
