MACN,NGAY,DOANHTHU
6,2020-03-22,40000000
6,2020-03-23,26000000
6,2020-03-24,49000000
6,2020-03-25,35000000
6,2020-03-26,24000000
6,2020-03-27,36000000
6,2020-03-28,48000000
6,2020-03-29,47000000
6,2020-03-30,33000000
6,2020-03-31,12000000
6,2020-04-01,41000000
6,2020-04-02,44000000
6,2020-04-03,47000000
6,2020-04-04,31000000
6,2020-04-05,43000000
6,2020-04-06,8000000
6,2020-04-07,32000000
6,2020-04-08,25000000
6,2020-04-09,25000000
6,2020-04-10,50000000
6,2020-04-11,21000000
6,2020-04-12,25000000
6,2020-04-13,26000000
6,2020-04-14,41000000
6,2020-04-15,43000000
6,2020-04-16,19000000
6,2020-04-17,34000000
6,2020-04-18,48000000
6,2020-04-19,7000000
6,2020-04-20,47000000
6,2020-04-21,10000000
6,2020-04-22,33000000
6,2020-04-23,32000000
6,2020-04-24,8000000
6,2020-04-25,45000000
6,2020-04-26,50000000
6,2020-04-27,34000000
6,2020-04-28,23000000
6,2020-04-29,45000000
6,2020-04-30,37000000
6,2020-05-01,11000000
6,2020-05-02,23000000
6,2020-05-03,44000000
6,2020-05-04,10000000
6,2020-05-05,50000000
6,2020-05-06,46000000
6,2020-05-07,11000000
6,2020-05-08,17000000
6,2020-05-09,48000000
6,2020-05-10,28000000
6,2020-05-11,12000000
6,2020-05-12,16000000
6,2020-05-13,23000000
6,2020-05-14,24000000
6,2020-05-15,48000000
6,2020-05-16,46000000
6,2020-05-17,18000000
6,2020-05-18,11000000
6,2020-05-19,28000000
6,2020-05-20,9000000
6,2020-05-21,10000000
6,2020-05-22,41000000
6,2020-05-23,31000000
6,2020-05-24,37000000
6,2020-05-25,9000000
6,2020-05-26,32000000
6,2020-05-27,47000000
6,2020-05-28,11000000
6,2020-05-29,43000000
6,2020-05-30,27000000
6,2020-05-31,10000000
6,2020-06-01,5000000
6,2020-06-02,31000000
6,2020-06-03,40000000
6,2020-06-04,16000000
6,2020-06-05,50000000
6,2020-06-06,43000000
6,2020-06-07,46000000
6,2020-06-08,40000000
6,2020-06-09,15000000
6,2020-06-10,35000000
6,2020-06-11,26000000
6,2020-06-12,27000000
6,2020-06-13,28000000
6,2020-06-14,17000000
6,2020-06-15,12000000
6,2020-06-16,21000000
6,2020-06-17,44000000
6,2020-06-18,50000000
6,2020-06-19,48000000
6,2020-06-20,36000000
6,2020-06-21,47000000
6,2020-06-22,15000000
6,2020-06-23,29000000
6,2020-06-24,25000000
6,2020-06-25,22000000
6,2020-06-26,8000000
6,2020-06-27,26000000
6,2020-06-28,34000000
6,2020-06-29,13000000
6,2020-06-30,36000000
6,2020-07-01,20000000
6,2020-07-02,36000000
6,2020-07-03,22000000
6,2020-07-04,50000000
6,2020-07-05,28000000
6,2020-07-06,24000000
6,2020-07-07,40000000
6,2020-07-08,44000000
6,2020-07-09,36000000
6,2020-07-10,17000000
6,2020-07-11,26000000
6,2020-07-12,17000000
6,2020-07-13,40000000
6,2020-07-14,5000000
6,2020-07-15,38000000
6,2020-07-16,24000000
6,2020-07-17,48000000
6,2020-07-18,37000000
6,2020-07-19,32000000
6,2020-07-20,27000000
6,2020-07-21,12000000
6,2020-07-22,27000000
6,2020-07-23,45000000
6,2020-07-24,36000000
6,2020-07-25,7000000
6,2020-07-26,19000000
6,2020-07-27,19000000
6,2020-07-28,23000000
6,2020-07-29,26000000
6,2020-07-30,17000000
6,2020-07-31,39000000
6,2020-08-01,47000000
6,2020-08-02,34000000
6,2020-08-03,15000000
6,2020-08-04,18000000
6,2020-08-05,26000000
6,2020-08-06,14000000
6,2020-08-07,22000000
6,2020-08-08,10000000
6,2020-08-09,47000000
6,2020-08-10,22000000
6,2020-08-11,40000000
6,2020-08-12,34000000
6,2020-08-13,40000000
6,2020-08-14,33000000
6,2020-08-15,7000000
6,2020-08-16,29000000
6,2020-08-17,21000000
6,2020-08-18,23000000
6,2020-08-19,45000000
6,2020-08-20,47000000
6,2020-08-21,44000000
6,2020-08-22,22000000
6,2020-08-23,12000000
6,2020-08-24,34000000
6,2020-08-25,31000000
6,2020-08-26,19000000
6,2020-08-27,7000000
6,2020-08-28,24000000
6,2020-08-29,47000000
6,2020-08-30,35000000
6,2020-08-31,49000000
6,2020-09-01,32000000
6,2020-09-02,25000000
6,2020-09-03,12000000
6,2020-09-04,9000000
6,2020-09-05,39000000
6,2020-09-06,38000000
6,2020-09-07,6000000
6,2020-09-08,36000000
6,2020-09-09,17000000
6,2020-09-10,47000000
6,2020-09-11,6000000
6,2020-09-12,36000000
6,2020-09-13,12000000
6,2020-09-14,29000000
6,2020-09-15,43000000
6,2020-09-16,8000000
6,2020-09-17,15000000
6,2020-09-18,14000000
6,2020-09-19,40000000
6,2020-09-20,37000000
6,2020-09-21,34000000
6,2020-09-22,38000000
6,2020-09-23,44000000
6,2020-09-24,23000000
6,2020-09-25,24000000
6,2020-09-26,10000000
6,2020-09-27,38000000
6,2020-09-28,11000000
6,2020-09-29,17000000
6,2020-09-30,11000000
6,2020-10-01,27000000
6,2020-10-02,37000000
6,2020-10-03,17000000
6,2020-10-04,13000000
6,2020-10-05,6000000
6,2020-10-06,8000000
6,2020-10-07,45000000
6,2020-10-08,7000000
6,2020-10-09,18000000
6,2020-10-10,18000000
6,2020-10-11,35000000
6,2020-10-12,8000000
6,2020-10-13,39000000
6,2020-10-14,26000000
6,2020-10-15,10000000
6,2020-10-16,38000000
6,2020-10-17,29000000
6,2020-10-18,47000000
6,2020-10-19,10000000
6,2020-10-20,47000000
6,2020-10-21,45000000
6,2020-10-22,19000000
6,2020-10-23,31000000
6,2020-10-24,19000000
6,2020-10-25,17000000
6,2020-10-26,46000000
6,2020-10-27,45000000
6,2020-10-28,31000000
6,2020-10-29,43000000
6,2020-10-30,43000000
6,2020-10-31,36000000
6,2020-11-01,28000000
6,2020-11-02,32000000
6,2020-11-03,11000000
6,2020-11-04,12000000
6,2020-11-05,12000000
6,2020-11-06,28000000
6,2020-11-07,14000000
6,2020-11-08,22000000
6,2020-11-09,43000000
6,2020-11-10,11000000
6,2020-11-11,26000000
6,2020-11-12,15000000
6,2020-11-13,18000000
6,2020-11-14,46000000
6,2020-11-15,17000000
6,2020-11-16,35000000
6,2020-11-17,38000000
6,2020-11-18,29000000
6,2020-11-19,31000000
6,2020-11-20,26000000
6,2020-11-21,26000000
6,2020-11-22,36000000
6,2020-11-23,37000000
6,2020-11-24,5000000
6,2020-11-25,35000000
6,2020-11-26,37000000
6,2020-11-27,28000000
6,2020-11-28,46000000
6,2020-11-29,47000000
6,2020-11-30,45000000
6,2020-12-01,36000000
6,2020-12-02,49000000
6,2020-12-03,26000000
6,2020-12-04,23000000
6,2020-12-05,36000000
6,2020-12-06,31000000
6,2020-12-07,25000000
6,2020-12-08,17000000
6,2020-12-09,36000000
6,2020-12-10,47000000
6,2020-12-11,31000000
6,2020-12-12,24000000
6,2020-12-13,22000000
6,2020-12-14,35000000
6,2020-12-15,44000000
6,2020-12-16,9000000
6,2020-12-17,43000000
6,2020-12-18,41000000
6,2020-12-19,38000000
6,2020-12-20,20000000
6,2020-12-21,7000000
6,2020-12-22,49000000
6,2020-12-23,28000000
6,2020-12-24,46000000
6,2020-12-25,35000000
6,2020-12-26,9000000
6,2020-12-27,31000000
6,2020-12-28,33000000
6,2020-12-29,15000000
6,2020-12-30,17000000
6,2020-12-31,21000000
6,2021-01-01,5000000
6,2021-01-02,46000000
6,2021-01-03,28000000
6,2021-01-04,36000000
6,2021-01-05,20000000
6,2021-01-06,31000000
6,2021-01-07,27000000
6,2021-01-08,11000000
6,2021-01-09,32000000
6,2021-01-10,48000000
6,2021-01-11,5000000
6,2021-01-12,19000000
6,2021-01-13,24000000
6,2021-01-14,13000000
6,2021-01-15,19000000
6,2021-01-16,28000000
6,2021-01-17,42000000
6,2021-01-18,43000000
6,2021-01-19,24000000
6,2021-01-20,36000000
6,2021-01-21,37000000
6,2021-01-22,18000000
6,2021-01-23,38000000
6,2021-01-24,8000000
6,2021-01-25,37000000
6,2021-01-26,27000000
6,2021-01-27,37000000
6,2021-01-28,40000000
6,2021-01-29,18000000
6,2021-01-30,26000000
6,2021-01-31,35000000
6,2021-02-01,22000000
6,2021-02-02,38000000
6,2021-02-03,30000000
6,2021-02-04,26000000
6,2021-02-05,10000000
6,2021-02-06,13000000
6,2021-02-07,23000000
6,2021-02-08,23000000
6,2021-02-09,32000000
6,2021-02-10,11000000
6,2021-02-11,43000000
6,2021-02-12,31000000
6,2021-02-13,35000000
6,2021-02-14,24000000
6,2021-02-15,10000000
6,2021-02-16,7000000
6,2021-02-17,6000000
6,2021-02-18,30000000
6,2021-02-19,32000000
6,2021-02-20,17000000
6,2021-02-21,37000000
6,2021-02-22,45000000
6,2021-02-23,18000000
6,2021-02-24,25000000
6,2021-02-25,41000000
6,2021-02-26,23000000
6,2021-02-27,32000000
6,2021-02-28,23000000
6,2021-03-01,40000000
6,2021-03-02,26000000
6,2021-03-03,49000000
6,2021-03-04,30000000
6,2021-03-05,27000000
6,2021-03-06,34000000
6,2021-03-07,47000000
6,2021-03-08,38000000
6,2021-03-09,15000000
6,2021-03-10,25000000
6,2021-03-11,20000000
6,2021-03-12,15000000
6,2021-03-13,16000000
6,2021-03-14,20000000
6,2021-03-15,22000000
6,2021-03-16,37000000
6,2021-03-17,9000000
6,2021-03-18,24000000
6,2021-03-19,25000000
6,2021-03-20,6000000
6,2021-03-21,33000000
6,2021-03-22,16000000
6,2021-03-23,24000000
6,2021-03-24,39000000
6,2021-03-25,35000000
6,2021-03-26,19000000
6,2021-03-27,38000000
6,2021-03-28,24000000
6,2021-03-29,50000000
6,2021-03-30,37000000
6,2021-03-31,20000000
6,2021-04-01,13000000
6,2021-04-02,15000000
6,2021-04-03,20000000
6,2021-04-04,28000000
6,2021-04-05,44000000
6,2021-04-06,18000000
6,2021-04-07,6000000
6,2021-04-08,37000000
6,2021-04-09,48000000
6,2021-04-10,26000000
6,2021-04-11,7000000
6,2021-04-12,47000000
6,2021-04-13,6000000
6,2021-04-14,40000000
6,2021-04-15,37000000
6,2021-04-16,29000000
6,2021-04-17,38000000
6,2021-04-18,7000000
6,2021-04-19,37000000
6,2021-04-20,49000000
6,2021-04-21,41000000
6,2021-04-22,13000000
6,2021-04-23,24000000
6,2021-04-24,35000000
6,2021-04-25,35000000
6,2021-04-26,27000000
6,2021-04-27,38000000
6,2021-04-28,14000000
6,2021-04-29,49000000
6,2021-04-30,19000000
6,2021-05-01,49000000
6,2021-05-02,31000000
6,2021-05-03,50000000
6,2021-05-04,27000000
6,2021-05-05,30000000
6,2021-05-06,34000000
6,2021-05-07,5000000
6,2021-05-08,16000000
6,2021-05-09,47000000
6,2021-05-10,49000000
6,2021-05-11,47000000
6,2021-05-12,24000000
6,2021-05-13,46000000
6,2021-05-14,46000000
6,2021-05-15,39000000
6,2021-05-16,43000000
6,2021-05-17,46000000
6,2021-05-18,30000000
6,2021-05-19,24000000
6,2021-05-20,29000000
6,2021-05-21,39000000
6,2021-05-22,17000000
6,2021-05-23,10000000
6,2021-05-24,7000000
6,2021-05-25,5000000
6,2021-05-26,50000000
6,2021-05-27,6000000
6,2021-05-28,19000000
6,2021-05-29,10000000
6,2021-05-30,32000000
6,2021-05-31,40000000
6,2021-06-01,42000000
6,2021-06-02,5000000
6,2021-06-03,39000000
6,2021-06-04,5000000
6,2021-06-05,17000000
6,2021-06-06,9000000
6,2021-06-07,27000000
6,2021-06-08,36000000
6,2021-06-09,43000000
6,2021-06-10,40000000
6,2021-06-11,41000000
6,2021-06-12,8000000
6,2021-06-13,31000000
6,2021-06-14,45000000
6,2021-06-15,5000000
6,2021-06-16,10000000
6,2021-06-17,19000000
6,2021-06-18,35000000
6,2021-06-19,23000000
6,2021-06-20,18000000
6,2021-06-21,7000000
6,2021-06-22,10000000
6,2021-06-23,32000000
6,2021-06-24,16000000
6,2021-06-25,10000000
6,2021-06-26,20000000
6,2021-06-27,17000000
6,2021-06-28,38000000
6,2021-06-29,25000000
6,2021-06-30,31000000
6,2021-07-01,11000000
6,2021-07-02,30000000
6,2021-07-03,5000000
6,2021-07-04,34000000
6,2021-07-05,32000000
6,2021-07-06,11000000
6,2021-07-07,33000000
6,2021-07-08,8000000
6,2021-07-09,39000000
6,2021-07-10,14000000
6,2021-07-11,48000000
6,2021-07-12,11000000
6,2021-07-13,49000000
6,2021-07-14,24000000
6,2021-07-15,45000000
6,2021-07-16,38000000
6,2021-07-17,41000000
6,2021-07-18,25000000
6,2021-07-19,9000000
6,2021-07-20,10000000
6,2021-07-21,42000000
6,2021-07-22,44000000
6,2021-07-23,11000000
6,2021-07-24,13000000
6,2021-07-25,49000000
6,2021-07-26,10000000
6,2021-07-27,41000000
6,2021-07-28,41000000
6,2021-07-29,18000000
6,2021-07-30,39000000
6,2021-07-31,36000000
6,2021-08-01,23000000
6,2021-08-02,10000000
6,2021-08-03,38000000
6,2021-08-04,50000000
6,2021-08-05,34000000
6,2021-08-06,24000000
6,2021-08-07,48000000
6,2021-08-08,26000000
6,2021-08-09,32000000
6,2021-08-10,21000000
6,2021-08-11,8000000
6,2021-08-12,26000000
6,2021-08-13,38000000
6,2021-08-14,8000000
6,2021-08-15,9000000
6,2021-08-16,12000000
6,2021-08-17,49000000
6,2021-08-18,29000000
6,2021-08-19,17000000
6,2021-08-20,29000000
6,2021-08-21,10000000
6,2021-08-22,24000000
6,2021-08-23,7000000
6,2021-08-24,15000000
6,2021-08-25,28000000
6,2021-08-26,29000000
6,2021-08-27,24000000
6,2021-08-28,14000000
6,2021-08-29,18000000
6,2021-08-30,24000000
6,2021-08-31,28000000
6,2021-09-01,23000000
6,2021-09-02,44000000
6,2021-09-03,31000000
6,2021-09-04,43000000
6,2021-09-05,23000000
6,2021-09-06,44000000
6,2021-09-07,31000000
6,2021-09-08,17000000
6,2021-09-09,49000000
6,2021-09-10,48000000
6,2021-09-11,35000000
6,2021-09-12,42000000
6,2021-09-13,9000000
6,2021-09-14,19000000
6,2021-09-15,40000000
6,2021-09-16,29000000
6,2021-09-17,29000000
6,2021-09-18,27000000
6,2021-09-19,50000000
6,2021-09-20,15000000
6,2021-09-21,42000000
6,2021-09-22,31000000
6,2021-09-23,47000000
6,2021-09-24,8000000
6,2021-09-25,31000000
6,2021-09-26,35000000
6,2021-09-27,39000000
6,2021-09-28,13000000
6,2021-09-29,41000000
6,2021-09-30,30000000
6,2021-10-01,17000000
6,2021-10-02,34000000
6,2021-10-03,47000000
6,2021-10-04,17000000
6,2021-10-05,11000000
6,2021-10-06,10000000
6,2021-10-07,36000000
6,2021-10-08,8000000
6,2021-10-09,16000000
6,2021-10-10,11000000
6,2021-10-11,27000000
6,2021-10-12,26000000
6,2021-10-13,35000000
6,2021-10-14,39000000
6,2021-10-15,7000000
6,2021-10-16,16000000
6,2021-10-17,42000000
6,2021-10-18,46000000
6,2021-10-19,8000000
6,2021-10-20,8000000
6,2021-10-21,50000000
6,2021-10-22,9000000
6,2021-10-23,41000000
6,2021-10-24,8000000
6,2021-10-25,44000000
6,2021-10-26,47000000
6,2021-10-27,25000000
6,2021-10-28,8000000
6,2021-10-29,23000000
6,2021-10-30,13000000
6,2021-10-31,41000000
6,2021-11-01,20000000
6,2021-11-02,11000000
6,2021-11-03,50000000
6,2021-11-04,49000000
6,2021-11-05,44000000
6,2021-11-06,30000000
6,2021-11-07,39000000
6,2021-11-08,44000000
6,2021-11-09,50000000
6,2021-11-10,22000000
6,2021-11-11,24000000
6,2021-11-12,47000000
6,2021-11-13,8000000
6,2021-11-14,48000000
6,2021-11-15,31000000
6,2021-11-16,8000000
6,2021-11-17,37000000
6,2021-11-18,29000000
6,2021-11-19,10000000
6,2021-11-20,9000000
6,2021-11-21,29000000
6,2021-11-22,19000000
6,2021-11-23,19000000
6,2021-11-24,13000000
6,2021-11-25,43000000
6,2021-11-26,31000000
6,2021-11-27,40000000
6,2021-11-28,26000000
6,2021-11-29,7000000
6,2021-11-30,11000000
6,2021-12-01,47000000
6,2021-12-02,5000000
6,2021-12-03,13000000
6,2021-12-04,14000000
6,2021-12-05,5000000
6,2021-12-06,38000000
6,2021-12-07,7000000
6,2021-12-08,12000000
6,2021-12-09,36000000
6,2021-12-10,19000000
6,2021-12-11,24000000
6,2021-12-12,5000000
6,2021-12-13,22000000
6,2021-12-14,41000000
6,2021-12-15,12000000
6,2021-12-16,33000000
6,2021-12-17,47000000
6,2021-12-18,46000000
6,2021-12-19,20000000
6,2021-12-20,25000000
6,2021-12-21,7000000
6,2021-12-22,28000000
6,2021-12-23,22000000
6,2021-12-24,42000000
6,2021-12-25,33000000
6,2021-12-26,40000000
6,2021-12-27,39000000
6,2021-12-28,41000000
6,2021-12-29,18000000
6,2021-12-30,43000000
6,2021-12-31,7000000
6,2022-01-01,35000000
6,2022-01-02,38000000
6,2022-01-03,16000000
6,2022-01-04,43000000
6,2022-01-05,11000000
6,2022-01-06,7000000
6,2022-01-07,14000000
6,2022-01-08,38000000
6,2022-01-09,45000000
6,2022-01-10,33000000
6,2022-01-11,44000000
6,2022-01-12,11000000
6,2022-01-13,23000000
6,2022-01-14,35000000
6,2022-01-15,12000000
6,2022-01-16,48000000
6,2022-01-17,24000000
6,2022-01-18,12000000
6,2022-01-19,27000000
6,2022-01-20,18000000
6,2022-01-21,6000000
6,2022-01-22,18000000
6,2022-01-23,21000000
6,2022-01-24,19000000
6,2022-01-25,39000000
6,2022-01-26,41000000
6,2022-01-27,15000000
6,2022-01-28,5000000
6,2022-01-29,18000000
6,2022-01-30,22000000
6,2022-01-31,35000000
6,2022-02-01,21000000
6,2022-02-02,25000000
6,2022-02-03,25000000
6,2022-02-04,50000000
6,2022-02-05,25000000
6,2022-02-06,14000000
6,2022-02-07,46000000
6,2022-02-08,25000000
6,2022-02-09,12000000
6,2022-02-10,18000000
6,2022-02-11,50000000
6,2022-02-12,20000000
6,2022-02-13,33000000
6,2022-02-14,29000000
6,2022-02-15,50000000
6,2022-02-16,50000000
6,2022-02-17,31000000
6,2022-02-18,26000000
6,2022-02-19,46000000
6,2022-02-20,41000000
6,2022-02-21,22000000
6,2022-02-22,15000000
6,2022-02-23,39000000
6,2022-02-24,23000000
6,2022-02-25,50000000
6,2022-02-26,45000000
6,2022-02-27,46000000
6,2022-02-28,21000000
6,2022-03-01,43000000
6,2022-03-02,30000000
6,2022-03-03,48000000
6,2022-03-04,46000000
6,2022-03-05,15000000
6,2022-03-06,23000000
6,2022-03-07,15000000
6,2022-03-08,36000000
6,2022-03-09,49000000
6,2022-03-10,39000000
6,2022-03-11,7000000
6,2022-03-12,34000000
6,2022-03-13,41000000
6,2022-03-14,46000000
6,2022-03-15,24000000
6,2022-03-16,22000000
6,2022-03-17,33000000
6,2022-03-18,45000000
6,2022-03-19,6000000
6,2022-03-20,41000000
6,2022-03-21,50000000
6,2022-03-22,33000000
6,2022-03-23,18000000
6,2022-03-24,31000000
6,2022-03-25,38000000
6,2022-03-26,21000000
6,2022-03-27,31000000
6,2022-03-28,17000000
6,2022-03-29,48000000
6,2022-03-30,37000000
6,2022-03-31,44000000
6,2022-04-01,42000000
6,2022-04-02,34000000
6,2022-04-03,28000000
6,2022-04-04,50000000
6,2022-04-05,21000000
6,2022-04-06,39000000
6,2022-04-07,50000000
6,2022-04-08,50000000
6,2022-04-09,6000000
6,2022-04-10,35000000
6,2022-04-11,20000000
6,2022-04-12,42000000
6,2022-04-13,50000000
6,2022-04-14,42000000
6,2022-04-15,47000000
6,2022-04-16,28000000
6,2022-04-17,28000000
6,2022-04-18,20000000
6,2022-04-19,35000000
6,2022-04-20,33000000
6,2022-04-21,33000000
6,2022-04-22,7000000
6,2022-04-23,16000000
6,2022-04-24,40000000
6,2022-04-25,29000000
6,2022-04-26,5000000
6,2022-04-27,39000000
6,2022-04-28,22000000
6,2022-04-29,23000000
6,2022-04-30,33000000
6,2022-05-01,33000000
6,2022-05-02,16000000
6,2022-05-03,23000000
6,2022-05-04,17000000
6,2022-05-05,44000000
6,2022-05-06,11000000
6,2022-05-07,18000000
6,2022-05-08,20000000
6,2022-05-09,29000000
6,2022-05-10,18000000
6,2022-05-11,20000000
6,2022-05-12,45000000
6,2022-05-13,28000000
6,2022-05-14,48000000
6,2022-05-15,23000000
6,2022-05-16,13000000
6,2022-05-17,17000000
6,2022-05-18,38000000
6,2022-05-19,22000000
6,2022-05-20,29000000
6,2022-05-21,32000000
6,2022-05-22,39000000
6,2022-05-23,30000000
6,2022-05-24,46000000
6,2022-05-25,10000000
6,2022-05-26,19000000
6,2022-05-27,5000000
6,2022-05-28,43000000
6,2022-05-29,43000000
6,2022-05-30,28000000
6,2022-05-31,36000000
6,2022-06-01,20000000
6,2022-06-02,8000000
6,2022-06-03,50000000
6,2022-06-04,29000000
6,2022-06-05,38000000
6,2022-06-06,23000000
6,2022-06-07,27000000
6,2022-06-08,31000000
6,2022-06-09,43000000
6,2022-06-10,28000000
6,2022-06-11,16000000
6,2022-06-12,42000000
6,2022-06-13,27000000
6,2022-06-14,42000000
6,2022-06-15,13000000
6,2022-06-16,23000000
6,2022-06-17,32000000
6,2022-06-18,18000000
6,2022-06-19,12000000
6,2022-06-20,19000000
6,2022-06-21,44000000
6,2022-06-22,27000000
6,2022-06-23,31000000
6,2022-06-24,40000000
6,2022-06-25,24000000
6,2022-06-26,11000000
6,2022-06-27,7000000
6,2022-06-28,24000000
6,2022-06-29,41000000
6,2022-06-30,47000000
6,2022-07-01,19000000
6,2022-07-02,27000000
6,2022-07-03,44000000
6,2022-07-04,21000000
6,2022-07-05,13000000
6,2022-07-06,13000000
6,2022-07-07,29000000
6,2022-07-08,27000000
6,2022-07-09,26000000
6,2022-07-10,44000000
6,2022-07-11,19000000
6,2022-07-12,15000000
6,2022-07-13,23000000
6,2022-07-14,23000000
6,2022-07-15,7000000
6,2022-07-16,14000000
6,2022-07-17,30000000
6,2022-07-18,42000000
6,2022-07-19,25000000
6,2022-07-20,13000000
6,2022-07-21,45000000
6,2022-07-22,38000000
6,2022-07-23,10000000
6,2022-07-24,28000000
6,2022-07-25,32000000
6,2022-07-26,20000000
6,2022-07-27,20000000
6,2022-07-28,5000000
6,2022-07-29,42000000
6,2022-07-30,11000000
6,2022-07-31,25000000
6,2022-08-01,47000000
6,2022-08-02,48000000
6,2022-08-03,10000000
6,2022-08-04,13000000
6,2022-08-05,30000000
6,2022-08-06,18000000
6,2022-08-07,27000000
6,2022-08-08,23000000
6,2022-08-09,48000000
6,2022-08-10,8000000
6,2022-08-11,38000000
6,2022-08-12,49000000
6,2022-08-13,43000000
6,2022-08-14,19000000
6,2022-08-15,14000000
6,2022-08-16,23000000
6,2022-08-17,48000000
6,2022-08-18,26000000
6,2022-08-19,48000000
6,2022-08-20,32000000
6,2022-08-21,30000000
6,2022-08-22,30000000
6,2022-08-23,28000000
6,2022-08-24,14000000
6,2022-08-25,13000000
6,2022-08-26,46000000
6,2022-08-27,36000000
6,2022-08-28,37000000
6,2022-08-29,38000000
6,2022-08-30,37000000
6,2022-08-31,5000000
6,2022-09-01,14000000
6,2022-09-02,21000000
6,2022-09-03,50000000
6,2022-09-04,38000000
6,2022-09-05,44000000
6,2022-09-06,32000000
6,2022-09-07,25000000
6,2022-09-08,8000000
6,2022-09-09,48000000
6,2022-09-10,17000000
6,2022-09-11,49000000
6,2022-09-12,21000000
6,2022-09-13,37000000
6,2022-09-14,8000000
6,2022-09-15,37000000
6,2022-09-16,33000000
6,2022-09-17,6000000
6,2022-09-18,34000000
6,2022-09-19,9000000
6,2022-09-20,11000000
6,2022-09-21,47000000
6,2022-09-22,43000000
6,2022-09-23,50000000
6,2022-09-24,35000000
6,2022-09-25,32000000
6,2022-09-26,9000000
6,2022-09-27,22000000
6,2022-09-28,28000000
6,2022-09-29,41000000
6,2022-09-30,16000000
6,2022-10-01,28000000
6,2022-10-02,15000000
6,2022-10-03,7000000
6,2022-10-04,45000000
6,2022-10-05,9000000
6,2022-10-06,23000000
6,2022-10-07,37000000
6,2022-10-08,19000000
6,2022-10-09,40000000
6,2022-10-10,35000000
6,2022-10-11,48000000
6,2022-10-12,34000000
6,2022-10-13,22000000
6,2022-10-14,46000000
6,2022-10-15,21000000
6,2022-10-16,5000000
6,2022-10-17,41000000
6,2022-10-18,18000000
6,2022-10-19,46000000
6,2022-10-20,9000000
6,2022-10-21,9000000
6,2022-10-22,46000000
6,2022-10-23,39000000
6,2022-10-24,32000000
6,2022-10-25,10000000
6,2022-10-26,5000000
6,2022-10-27,8000000
6,2022-10-28,19000000
6,2022-10-29,32000000
6,2022-10-30,39000000
6,2022-10-31,45000000
6,2022-11-01,35000000
6,2022-11-02,18000000
6,2022-11-03,38000000
6,2022-11-04,6000000
6,2022-11-05,18000000
6,2022-11-06,33000000
6,2022-11-07,26000000
6,2022-11-08,41000000
6,2022-11-09,13000000
6,2022-11-10,15000000
6,2022-11-11,18000000
6,2022-11-12,23000000
6,2022-11-13,42000000
6,2022-11-14,26000000
6,2022-11-15,34000000
6,2022-11-16,22000000
6,2022-11-17,35000000
6,2022-11-18,35000000
6,2022-11-19,43000000
6,2022-11-20,15000000
6,2022-11-21,17000000
6,2022-11-22,48000000
6,2022-11-23,26000000
6,2022-11-24,48000000
6,2022-11-25,42000000
6,2022-11-26,45000000
6,2022-11-27,26000000
6,2022-11-28,25000000
6,2022-11-29,18000000
6,2022-11-30,13000000
6,2022-12-01,41000000
6,2022-12-02,22000000
6,2022-12-03,15000000
6,2022-12-04,48000000
6,2022-12-05,22000000
6,2022-12-06,19000000
6,2022-12-07,46000000
6,2022-12-08,31000000
6,2022-12-09,42000000
6,2022-12-10,47000000
6,2022-12-11,27000000
6,2022-12-12,47000000
6,2022-12-13,45000000
6,2022-12-14,31000000
6,2022-12-15,21000000
6,2022-12-16,11000000
6,2022-12-17,37000000
6,2022-12-18,16000000
6,2022-12-19,23000000
6,2022-12-20,13000000
6,2022-12-21,28000000
6,2022-12-22,20000000
6,2022-12-23,11000000
6,2022-12-24,45000000
6,2022-12-25,41000000
6,2022-12-26,20000000
6,2022-12-27,38000000
6,2022-12-28,26000000
6,2022-12-29,13000000
6,2022-12-30,25000000
6,2022-12-31,10000000
6,2023-01-01,18000000
6,2023-01-02,47000000
6,2023-01-03,42000000
6,2023-01-04,19000000
6,2023-01-05,50000000
6,2023-01-06,25000000
6,2023-01-07,45000000
6,2023-01-08,31000000
6,2023-01-09,26000000
6,2023-01-10,19000000
6,2023-01-11,42000000
6,2023-01-12,39000000
6,2023-01-13,8000000
6,2023-01-14,41000000
6,2023-01-15,27000000
6,2023-01-16,45000000
6,2023-01-17,18000000
6,2023-01-18,47000000
6,2023-01-19,33000000
6,2023-01-20,21000000
6,2023-01-21,6000000
6,2023-01-22,35000000
6,2023-01-23,11000000
6,2023-01-24,6000000
6,2023-01-25,7000000
6,2023-01-26,18000000
6,2023-01-27,41000000
6,2023-01-28,37000000
6,2023-01-29,16000000
6,2023-01-30,38000000
6,2023-01-31,21000000
6,2023-02-01,18000000
6,2023-02-02,49000000
6,2023-02-03,42000000
6,2023-02-04,6000000
6,2023-02-05,29000000
6,2023-02-06,43000000
6,2023-02-07,40000000
6,2023-02-08,7000000
6,2023-02-09,19000000
6,2023-02-10,15000000
6,2023-02-11,5000000
6,2023-02-12,46000000
6,2023-02-13,26000000
6,2023-02-14,9000000
6,2023-02-15,40000000
6,2023-02-16,38000000
6,2023-02-17,44000000
6,2023-02-18,37000000
6,2023-02-19,7000000
6,2023-02-20,29000000
6,2023-02-21,39000000
6,2023-02-22,49000000
6,2023-02-23,7000000
6,2023-02-24,37000000
6,2023-02-25,20000000
6,2023-02-26,7000000
6,2023-02-27,38000000
6,2023-02-28,18000000
6,2023-03-01,44000000
